CompanyId,CompanyName,TickerSymbol,FinancesCurrency,Updated MarketCapitalizationInUsd,MarketCapitalization in Native Currency,Updated AnnualRevenueInUsd,Upaded FinancesCurrentAsOf,Peers,Original MarketCapitalizationInUsd,Original AnnualRevenueInUsd
1819,Hap Seng Plantations Holdings,HSPLANT-MY,USD,319.87488,319.87488,0.39030303030303,2019-04-25T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",,
1833,Hasbro,HAS-US,USD,12629.15626636,12629.15626636,76.84,2019-04-25T00:00:00.000Z,"['MAT-US', 'JAKK-US', 'EA-US', 'SGMS-US', 'ATVI-US', 'IGT-US', 'DIS-US', 'VIAB-US']",10820000000,4460000000
1853,Heineken International,HEIA-NL,EUR,54463.55415024,48632.515539312684,74.28,2019-04-25T00:00:00.000Z,"['ABI-BE', 'HEIO-NL', 'DGE-GB']",55263028590,22576505490
1868,Henkel,HEN-DE,USD,19370.540715791,19370.540715791,69.71843615495,2019-04-25T00:00:00.000Z,"['BEI-DE', 'UNA-NL', 'OR-FR']",52070391450,20317769010
1875,Hero Supermarket,HERO-ID,USD,268947.9,268947.9,50.357142857143,2019-04-25T00:00:00.000Z,"['AMRT-ID', 'RANC-ID', '2912-TW', '007070-KR']",361440000,9/21/4596
1881,Hewlett-Packard (HP inc.),HPQ-US,USD,30171.6833012,30171.6833012,18.46,2019-04-25T00:00:00.000Z,"['IBM-US', 'AAPL-US', 'MSFT-US', 'CSCO-US', 'LNVGY-US', 'INTC-US', 'SMCI-US', 'XRX-US', 'CAJ-US', 'ORCL-US']",31120000000,48220000000
1891,Hindustan Unilever Limited,HINDUNIL-IN,USD,53758.631267275,53758.631267275,20.609006433167,2019-04-25T00:00:00.000Z,"['JYOTHYLA-IN', 'KOHINOOR-BD', 'JOCIL-IN', 'JHS-IN']",26744400000,4898979760
1899,HITACHI TRANSPORT SYSTEM,9086-JP,JPY,357516.34621,39627202.47795245,2668.0,2019-04-25T00:00:00.000Z,"['9072-JP', '9075-JP', '9039-JP']",1609779600,5725095090
1900,HITACHI ZOSEN,7004-JP,JPY,58653.775536,6501199.354661659,303.0,2019-04-25T00:00:00.000Z,"['6370-JP', '6302-JP', '6013-JP', '6143-JP']",788437650,3031667210
1903,HKScan Group,HKSAV-FI,USD,98.559212015782,98.559212015782,1.1603299856528,2019-04-25T00:00:00.000Z,"['BELL-CH', 'ATRAV-FI', 'TERB-BE', 'FLE-FR']",185542170.7,1965535110
1934,House Foods,2810-JP,USD,3987.6778400642,3987.6778400642,27.814923776411,2019-04-25T00:00:00.000Z,"['2805-JP', '2812-JP', '2815-JP']",2599186590,2394504970
1969,Iberdrola,IBE-ES,USD,47496.596788291,47496.596788291,5.1630917202411,2019-04-25T00:00:00.000Z,"['ELE-ES', 'REE-ES', 'ENEL-IT']",42036389010,34119952020
1975,ICA Gruppen,ICA-SE,SEK,68973.2360055,660588.5657169909,267.4,2019-04-25T00:00:00.000Z,"['MQ-SE', 'MCAP-SE', 'STG-DE', 'NIS-SE']",6900424080,12127805360
2001,IJM Plantations Berhad,IJMPLNT-MY,USD,341.5583030303,341.5583030303,0.31515151515151,2019-04-25T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",,
2020,Inditex,ITX-ES,USD,75357.615782308,75357.615782308,19.592898134864,2019-04-25T00:00:00.000Z,"['ALY-GB', 'MUL-GB', 'BOSS-DE', 'ADZ-ES']",98420098392,24976413000
2022,Indofood Agri Resources,5JS-SG,USD,287.0543980611,287.0543980611,0.13440070505288,2019-04-25T00:00:00.000Z,"['EB5-SG', 'E5H-SG', 'P8Z-SG', 'F34-SG']",480506993.2,1055061160
2024,Indofood Sukses Makmur,INDF-ID,USD,3919833.2589285,3919833.2589285,392.85714285714,2019-04-25T00:00:00.000Z,"['ICBP-ID', 'SAF-VN', 'AISA-ID', '017810-KR']",5025600000,4806000000
2044,INGLES MARKETS,IMKTA-US,USD,398.7774314,398.7774314,25.57,2019-04-25T00:00:00.000Z,"['WMK-US', 'KR-US', 'CBD-US', 'VLGEA-US']",760270000,3780000000
2066,Intel,INTC-US,USD,259168.28894362,259168.28894362,42.36,2019-04-25T00:00:00.000Z,"['TXN-US', 'AMD-US', 'NVDA-US', 'AMAT-US', 'QCOM-US', 'HPQ-US']",173530000000,59390000000
2079,International Flavors & Fragrances,IFF-US,USD,14548.18126181,14548.18126181,121.85,2019-04-25T00:00:00.000Z,"['SXT-US', 'GRA-US', 'SCL-US', 'EL-US', 'BCPC-US', 'PG-US', 'AMRS-US', 'UG-US']",10280000000,3020000000
2081,International Paper APPM,IPAPPM-IN,USD,249.59299499643,249.59299499643,4.3230879199429,2019-04-25T00:00:00.000Z,"['BPML-BD', 'BALLARPU-IN', 'BALKRISH-IN', 'C71-SG']",212617980,179484640
2082,International Paper Co.,IP-US,USD,18279.88950982,18279.88950982,37.55,2019-04-25T00:00:00.000Z,"['UFS-US', 'UPMKY-US', 'CLW-US', 'PKG-US', 'SPPJY-US', 'CMPC-CL', 'UFS-CA']",25480000000,21080000000
2093,IOI Group,IOIPG-MY,MYR,7488.3572,31058.06011465501,1.21,2019-04-25T00:00:00.000Z,"['AMPROP-MY', 'ANANTRAJ-IN', 'ADN-SG', 'ACST-ID']",6986286720,2712268720
2115,Ito En,2593-JP,USD,4357.7591527146,4357.7591527146,37.62146741553,2019-04-25T00:00:00.000Z,"['2579-JP', '2590-JP', '2599-JP', '2573-JP']",3858071360,4014915190
2116,Itochu Corporation,8001-JP,USD,27390.063206508,27390.063206508,15.512169029152,2019-04-25T00:00:00.000Z,"['8002-JP', '8031-JP', '8053-JP', '2768-JP', '8015-JP']",21008130000,42859960000
2127,J Sainsbury,SBRY-GB,USD,3876.4669136992,3876.4669136992,1.6441860465116,2019-04-25T00:00:00.000Z,"['MRW-GB', 'TSCO-GB', 'CO-FR', 'MCLS-GB', 'MKS-GB', 'COLR-BE']",8555126580,33846039500
2129,J. Front Retailing,3086-JP,JPY,355460.773626,39399362.29146081,1184.0,2019-04-25T00:00:00.000Z,"['8242-JP', '3099-JP', '8233-JP', '8273-JP', '7453-JP']",3581675240,9365070000
2147,JAPAN TRANSCITY,9310-JP,JPY,28657.685391,3176425.116158375,387.0,2019-04-25T00:00:00.000Z,"['9351-JP', '9324-JP', '9322-JP', '9313-JP', '9307-JP', '9302-JP', '9364-JP', '9306-JP', '9304-JP']",200547490,780422500
2152,Jaya Tiasa Holding Berhad,JTIASA-MY,USD,154.87856,154.87856,0.10424242424242,2019-04-25T00:00:00.000Z,"['TNC-VN', 'TRC-VN', 'WTK-MY', 'TADMAX-MY']",,
2153,JBS,JBSS3-BR,USD,13668.424398334,13668.424398334,1.9813636591353,2019-04-25T00:00:00.000Z,"['MRFG3-BR', 'BRFS3-BR', 'BEEF3-BR', 'MNPR3-BR']",7937974940,40298395060
2159,Jeronimo Martins,JMT-PT,EUR,8722.6669736,7788.790940225157,9.93,2019-04-25T00:00:00.000Z,"['CO-FR', 'SON-PT', 'FNTS-FR', 'CA-FR', 'MRW-GB']",11391416190,15876311220
2179,Johnson Controls,JCI-US,USD,33450.93676425,33450.93676425,28.295,2019-04-25T00:00:00.000Z,"['LEA-US', 'HON-US', 'MGA-US', 'BWA-US', 'ALV-US', 'GNTX-US', 'VC-US', 'DLPH-US', 'EMR-US', 'THRM-US']",41380000000,12/30/1899
2208,Kagome,2811-JP,JPY,267892.3465,29693255.621978506,2681.0,2019-04-25T00:00:00.000Z,"['2599-JP', '2579-JP', '2590-JP', '2587-JP']",1783497430,1650445940
2210,Kajima Corporation,1812-JP,USD,7475.7747186591,7475.7747186591,12.177944191852,2019-04-25T00:00:00.000Z,"['1803-JP', '1879-JP', '1885-JP']",6190842801,14680380000
2214,Kameda Seika,2220-JP,USD,984.95177997682,984.95177997682,40.474280110546,2019-04-25T00:00:00.000Z,"['2222-JP', '2206-JP', '2207-JP', '2607-JP']",851124560,800249450
2218,Kao Corporation,4452-JP,JPY,4177590.113152,463045147.5539726,7020.0,2019-04-25T00:00:00.000Z,"['4911-JP', '4912-JP', '4919-JP', '4929-JP']",32144970000,12318020000
2229,Kato Sangyo,9869-JP,USD,1175.6675706517,1175.6675706517,24.792725327628,2019-04-25T00:00:00.000Z,"['7451-JP', '7481-JP', '2692-JP', '8142-JP']",1171730560,8216119340
2235,KBR Inc,KBR-US,USD,3092.06547788,3092.06547788,13.895,2019-04-25T00:00:00.000Z,"['FLR-US', 'JEC-US', 'TPC-US', 'MDR-US', 'MTZ-US', 'GVA-US', 'PRIM-US', 'E-US']",2140000000,4270000000
2240,Kencana Agri,BNE-SG,USD,25.83100593,25.83100593,0.09,2019-04-25T00:00:00.000Z,"['BNE-SG', '1J7-SG', '002679-CN']",,
2245,Kering,KER-FR,USD,59935.119381815,59935.119381815,315.36944045911,2019-04-25T00:00:00.000Z,"['RMS-FR', 'CDI-FR', 'OR-FR', 'STCBV-FI', 'MKS-GB']",40852724220,13443825780
2246,Kerry Group,KRZ-IE,EUR,17149.1288724,15313.08944825801,83.5,2019-04-25T00:00:00.000Z,"['TIPI-FR', 'RGD-GB', 'YZA-IE', 'FIF-GB']",14171399550,6656757030
2248,Kesko Group,KESKOB-FI,USD,2943.6478857783,2943.6478857783,38.486370157819,2019-04-25T00:00:00.000Z,"['MGNT-RU', 'MGNT-GB', 'MGROS-TR', 'MRW-GB']",4669503300,11054777580
2263,Kikkoman,2801-JP,USD,9036.6606429526,9036.6606429526,38.8695729696,2019-04-25T00:00:00.000Z,"['2816-JP', '2818-JP', '2809-JP', '4526-JP', '2806-JP']",6611908160,3132995580
2265,Kimberly-Clark,KMB-US,USD,42634.0588733,42634.0588733,99.36,2019-04-25T00:00:00.000Z,"['PG-US', 'CLX-US', 'CL-US', 'EL-US', 'WPP-US', 'CLW-US', 'ENR-US', 'JNJ-US']",45420000000,18200000000
2268,Kingfisher,KGF-GB,USD,4338.0021829209,4338.0021829209,1.5713178294574,2019-04-25T00:00:00.000Z,"['TPK-GB', 'HBM-DE', 'TPT-GB', 'DNLM-GB', 'ALY-GB']",9664124470,16174086110
2271,Kingspan Group,KRX-IE,USD,7420.5385639526,7420.5385639526,30.864418938307,2019-04-25T00:00:00.000Z,"['ALU-GB', 'TYMN-GB', 'DLX-DE', 'ECEL-GB', 'MEVA-GR', 'INSP-GB', 'BMT-GB']",6113791530,3377245410
2274,Kirin Holdings,2503-JP,JPY,2209484.1790035,244899786.71289977,2163.0,2019-04-25T00:00:00.000Z,"['2502-JP', '2501-JP', '2531-JP', '2282-JP']",21683090000,17548960000
2278,Klabin,KLBN11-BR,USD,,0,3.7809328866289,2019-04-25T00:00:00.000Z,"['MPA-VE', 'SV.A-VE', 'MOAR3-BR', 'CMPC-CL']",6174255360,2070453420
2280,KLM (Royal Dutch Airlines),KLMR-US,USD,468.56508699,468.56508699,8.5,2019-04-25T00:00:00.000Z,"['LTM-CL', 'LTM-US', 'LUV-US', 'KLMR-US']",2139284070,28299361860
2290,Kokuyo Co.,7984-JP,JPY,165450.570747,18338583.218886063,1382.0,2019-04-25T00:00:00.000Z,"['7987-JP', '7994-JP', '7972-JP', '7997-JP']",1405519830,2567210360
2306,Kraft Heinz,KHC-US,USD,39641.88,39641.88,31.53,2019-04-25T00:00:00.000Z,"['GIS-US', 'CPB-US', 'CAG-US', 'K-US']",106230000000,18340000000
2305,Kraft Heniz Co,KHC-US,USD,39641.88,39641.88,31.53,2019-04-25T00:00:00.000Z,"['GIS-US', 'CPB-US', 'CAG-US', 'K-US']",89820000000,12/30/1899
2308,Kroger,KR-US,USD,20572.88846505,20572.88846505,23.52,2019-04-25T00:00:00.000Z,"['SFM-US', 'IMKTA-US', 'WMT-US']",20460000000,115340000000
2315,Kuala Lumpur Kepong Berhad (KLK),KLK-MY,USD,6376.8854769454,6376.8854769454,5.6387878787878,2019-04-25T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",6115311160,3814272280
2326,Kusuri No Aoki,3549-JP,JPY,249353.36874,27638390.62568473,6510.0,2019-04-25T00:00:00.000Z,"['6469-TW', '6566-TW', '7649-JP', '9267-JP']",1417331630,1379112020
2387,Lawson,2651-JP,JPY,524304.45972,58114039.27588239,5050.0,2019-04-25T00:00:00.000Z,"['8028-JP', '9946-JP', '7544-JP', '7601-JP']",6422919360,5326193730
2409,Lenzing,LNZ-AT,EUR,2665.62,2380.230377810028,75.35,2019-04-25T00:00:00.000Z,"['LTH-AT', 'NBH-DE', 'SIOE-BE', 'NAYP-GR']",3464119890,2150143380
2422,LG International,001120-KR,KRW,699732.4069,819247376.8007208,14600.0,2019-04-25T00:00:00.000Z,"['011760-KR', '001250-KR', '011810-KR', '005190-KR']",906880000,10674560000
2436,Life Corporation,8194-JP,JPY,103534.009784,11475735.900072591,2081.0,2019-04-25T00:00:00.000Z,"['9948-JP', '9956-JP', '3038-JP', '9993-JP']",1474618860,5509107890
2441,Lindt & Spr\FCngli,LISN-CH,CHF,10503.7471,10695.082433894231,68600.0,2019-04-25T00:00:00.000Z,"['BARN-CH', 'KENT-TR', 'ARYN-CH', 'NESN-CH']",14716328050,3870106500
2444,Lion Corporation,4912-JP,JPY,657180.781306,72842084.45712581,1901.0,2019-04-25T00:00:00.000Z,"['4465-JP', '2733-JP', '4985-JP', '8283-JP']",5077555340,3338267790
2451,Lloyd's Banking Group,LLOY-GB,USD,34951.020947041,34951.020947041,0.38383720930232,2019-04-25T00:00:00.000Z,"['RBS-GB', 'BARC-GB', 'HSBA-GB']",42677088300,12/30/1899
2474,Lowe's Companies,LOW-US,USD,90416.8206512,90416.8206512,81.16,2019-04-25T00:00:00.000Z,"['HD-US', 'LL-US', 'SHOS-US', 'BLDR-US']",71190000000,65020000000
2489,LVMH - Moet Hennessy Louis Vuitton,MC-FR,EUR,174931.70955435,156202.97308825137,242.3,2019-04-25T00:00:00.000Z,"['RI-FR', 'CDI-FR', 'RCO-FR', 'CFR-CH', 'CFR-ZA', 'BRBY-GB']",129073758660,40831005600
2495,M.P. Evans Group,MPE-GB,GBP,379.12851486,289.34828255362277,6.16,2019-04-25T00:00:00.000Z,"['AEP-GB', 'PAL-GB', 'AGTA-GB']",,
2513,Magnit Group,MGNT-RU,USD,5591.9232441666,5591.9232441666,51.108436541522,2019-04-25T00:00:00.000Z,"['MGROS-TR', 'TKM1T-EE', 'APTK-RU', 'VCTR-IL']",12807264400,12473105120
2543,Marfrig,MRFG3-BR,USD,1155.4037961901,1155.4037961901,1.2574520314613,2019-04-25T00:00:00.000Z,"['BEEF3-BR', 'JBSS3-BR', 'BRFS3-BR']",967201060,4672743740
2549,Marks & Spencer,MKS-GB,USD,3577.5198862015,3577.5198862015,0.02215503875969,2019-04-25T00:00:00.000Z,"['STCAS-FI', 'FCCN-GB', 'MTC-GB']",6250715380,15295529340
2561,Marubeni,8002-JP,JPY,1378563.8480544,152800366.51400805,709.7,2019-04-25T00:00:00.000Z,"['8001-JP', '8053-JP', '8031-JP', '2768-JP', '8015-JP']",9702550000,61590100000
2577,Mayr-Melnhof Karton Aktiengesellschaft,MMK-AT,EUR,2336.0,2085.9005269184,105.6,2019-04-25T00:00:00.000Z,"['SK3-IE', 'PPAK-GR', 'HUH1V-FI', 'HART-DK']",2649671640,2465063370
2579,Mazda Motor Corporation,7261-JP,USD,7433.3840259249,7433.3840259249,9.5346349291254,2019-04-25T00:00:00.000Z,"['7211-JP', '7201-JP', '7270-JP', '7269-JP', '7267-JP', '7202-JP', '7205-JP', '600477-CN']",8065097040,27082770000
2584,McCormick,MKC-US,USD,18487.08343465,18487.08343465,99.53,2019-04-25T00:00:00.000Z,"['THS-US', 'CAG-US', 'HAIN-US', 'PEP-US', 'BGS-US', 'TSN-US', 'BRK.A-US']",13940000000,4410000000
2586,McDonald\92s,MCD-US,USD,151118.39473434,151118.39473434,153.13,2019-04-25T00:00:00.000Z,"['WEN-US', 'YUM-US', 'SBUX-US', 'JACK-US', 'CMG-US', 'GTIM-US', 'ARCO-US', 'TAST-US', 'DNKN-US', 'CBRL-US']",104890000000,24620000000
2604,Megmilk Snow Brand,2270-JP,USD,1484.5622510119,1484.5622510119,21.315859855576,2019-04-25T00:00:00.000Z,"['2264-JP', '2267-JP', '2266-JP', '2269-JP']",2002690690,4960365410
2606,Meiji Holdings,2269-JP,JPY,1261797.6531,139857971.85404423,7170.0,2019-04-25T00:00:00.000Z,"['2206-JP', '2267-JP', '2264-JP', '2266-JP']",12149280000,10293140000
2626,Metcash,MTS-AU,AUD,2609.56686676,3733.1789242037116,2.25,2019-04-25T00:00:00.000Z,"['WES-AU', 'WOW-AU', 'MYR-AU', 'TWE-AU']",2226506560,9917436160
2628,Metro AG,B4B-DE,EUR,5268.58099768,4704.5102222487085,10.02,2019-04-25T00:00:00.000Z,"['MGNT-RU', 'MGNT-GB', 'MGROS-TR', 'MRW-GB']",10631264490,63440089020
2630,Metsa Board Corporation,METSA-FI,USD,236.52851796987,236.52851796987,5.2337464131994,2019-04-25T00:00:00.000Z,"['STERV-FI', 'VALMT-FI', 'EXAC-FR', 'SEQ-FR']",2443344750,1867801320
2638,Microsoft,MSFT-US,USD,989652.934368,989652.934368,90.28,2019-04-25T00:00:00.000Z,"['ORCL-US', 'IBM-US', 'GOOGL-US', 'HPQ-US', 'CSCO-US', 'AAPL-US', 'RHT-US', 'SAP-US']",452750000000,84700000000
2644,Millennium & Copthorne Hotels,MLC-GB,GBP,1442.07589836,1100.5824361602563,4.28,2019-04-25T00:00:00.000Z,"['IHG-GB', 'PHO-GB', 'SSTY-GB']",2131580360,1333677982
2652,Minerva,BEEF3-BR,BRL,3045.00238512,12090.82650790532,4.68,2019-04-25T00:00:00.000Z,"['MRFG3-BR', 'JBSS3-BR', 'BRFS3-BR']",598625720,2387081900
2681,Mondelez,MDLZ-US,USD,72222.91414449,72222.91414449,37.42,2019-04-25T00:00:00.000Z,"['CPB-US', 'GIS-US', 'K-US', 'PEP-US', 'HAIN-US', 'CAG-US', 'HSY-US', 'JJSF-US']",60920000000,25920000000
2682,Mondi,MND-ZA,ZAR,37490.51056589,544159.7465817428,285.2,2019-04-25T00:00:00.000Z,"['SAP-ZA', 'MPT-ZA', 'NPK-ZA', 'TPC-ZA', 'METSA-FI']",2471449590,335424180
2685,Monsanto,MONSANTO-IN,INR,43692.015188,3032672.176624626,2438.95,2019-04-25T00:00:00.000Z,"['EXCELCRO-IN', 'DHANUKA-IN', 'CPC-VN', 'BHARATRA-IN']",44100000000,13490000000
2689,Morgan Sindall Group,MGNS-GB,GBP,590.12379698977,450.37843491161743,10.0,2019-04-25T00:00:00.000Z,"['KIE-GB', 'BBY-GB', 'CLLN-GB', 'GFRD-GB', 'RNWH-GB', 'ASH-GB', 'KLR-GB', 'PEL-GB', 'SMJ-GB']",712221489.1,3687057920
2712,Mulberry Company (Design),MUL-GB,USD,140.43657425271,140.43657425271,1.9698511627907,2019-04-25T00:00:00.000Z,"['BRBY-GB', 'ALY-GB', 'BLT1T-EE', 'FCCN-GB']",963488725.3,224492858.6
2748,Nankai Electric Railway Co.,9044-JP,USD,2969.7535419363,2969.7535419363,23.286083623072,2019-04-25T00:00:00.000Z,"['9001-JP', '9021-JP', '9007-JP', '9009-JP']",2674191520,1848293590
2760,National Grid,NG.-GB,USD,21973.447585184,21973.447585184,5.7713178294573,2019-04-25T00:00:00.000Z,"['00000747-LU', 'ODEN-UA', 'NVNG-RU', 'NG.-GB']",53779196380,21776685840
2769,Natura Cosmeticos,NATU3-BR,USD,5317.9812214618,5317.9812214618,6.3851879442766,2019-04-25T00:00:00.000Z,"['UCL-TT', 'INTINDI1-PE', 'EL-US', 'EMPO-US']",3148969180,1954191400
2784,Natuzzi,NTZ-US,USD,8.600957456,8.600957456,3.745,2019-04-25T00:00:00.000Z,"['HOFT-US', 'LZB-US', 'FLXS-US', 'STLY-US', 'BSET-US']",91570000,539110000
2786,NCR JAPAN,NCR-US,USD,3401.7570444,3401.7570444,20.93,2019-04-25T00:00:00.000Z,"['DBD-US', 'HPQ-US', 'PAR-US', 'ZBRA-US', 'AGYS-US', 'USAT-US']",3360000000,6370000000
2789,Neste Oil,NESTE-FI,EUR,24728.529565338,22081.01577493826,17.87998212,2019-04-25T00:00:00.000Z,"['MOH-GR', 'ERG-IT', 'ELPE-GR', 'ES-FR']",14279992650,12694533390
2791,Nestl\E9,NESN-CH,CHF,297907.38,303334.03464802133,72.92,2019-04-25T00:00:00.000Z,"['BN-FR', 'LISN-CH', 'UNA-NL']",249691332700,88784212450
2812,News Corp,NWS-US,USD,2487.3927904,2487.3927904,10.85,2019-04-25T00:00:00.000Z,"['NEWM-US', 'DIS-US', 'CBS-US', 'GCI-US', 'NYT-US', 'PSO-US', 'TRI-US', 'LEE-US']",7650000000,8750000000
2824,Nielsen,NLSN-US,USD,9008.21583144,9008.21583144,20.53,2019-04-25T00:00:00.000Z,"['IT-US', 'GOOGL-US', 'GCI-US', 'FORR-US', 'SCOR-US', 'JW.B-US', 'PSO-US', 'IBM-US']",18340000000,6170000000
2827,Nike,NKE-US,USD,110038.82690284,110038.82690284,66.25,2019-04-25T00:00:00.000Z,"['SKX-US', 'CROX-US', 'DECK-US', 'SHOO-US', 'UA-US', 'VFC-US']",88510000000,34250000000
2833,Nippon Meat Packers,2282-JP,USD,4273.3568670322,4273.3568670322,32.584470000891,2019-04-25T00:00:00.000Z,"['2281-JP', '2288-JP', '2291-JP', '8043-JP']",6221950020,10124400000
2834,Nippon Paper Group,3863-JP,JPY,253554.112581,28104002.138305023,1706.0,2019-04-25T00:00:00.000Z,"['3861-JP', '3864-JP', '3877-JP', '3880-JP']",2012730720,8521370000
2836,Nippon Suisan Kaisha,1332-JP,JPY,241761.323118,26796886.363644272,515.0,2019-04-25T00:00:00.000Z,"['1301-JP', '2874-JP', '1333-JP', '2904-JP']",1763501740,5365510150
2838,Nisshin Oillio,2602-JP,USD,951.01478225015,951.01478225015,25.657484175804,2019-04-25T00:00:00.000Z,"['4404-JP', '2926-JP', '2607-JP', '2908-JP']",987129000,2765986080
2839,Nisshin Seifun Group,2002-JP,USD,6827.6163854863,6827.6163854863,18.775073549077,2019-04-25T00:00:00.000Z,"['2004-JP', '2001-JP', '2009-JP', '2003-JP']",4830182500,4488821480
2868,North West Company,NWC-CA,USD,1018.5449299429,1018.5449299429,20.038549929572,2019-04-25T00:00:00.000Z,"['ATD.B-CA', 'WN-CA', 'EMP.A-CA', 'L-CA', 'DOL-CA', 'HBC-CA', 'MRU-CA', 'LGT.B-CA']",1135289890,1297474160
2893,Obrascon Huarte Lain (OHL),OHL-ES,EUR,299.766228944,267.672318025099,0.5332,2019-04-25T00:00:00.000Z,"['ACS-ES', 'SCYR-ES', 'FCC-ES', 'FER-ES', 'ANA-ES']",1455147540,4191693660
2899,Office Depot,ODP-US,USD,1330.91499695,1330.91499695,2.08,2019-04-25T00:00:00.000Z,"['STMP-US', 'WSM-US', 'PIR-US', 'EBAY-US', 'BIG-US']",1832000000,11021000000
2905,Oji Holdings Corporation,3861-JP,JPY,660048.998236,73159998.3490099,542.0,2019-04-25T00:00:00.000Z,"['3880-JP', '3865-JP', '3863-JP', '3864-JP']",4424700280,12064910000
2906,O'Key Group,OKEY-GB,USD,494.41271204,494.41271204,1.34987,2019-04-25T00:00:00.000Z,"['HAGA-IS', 'MGNT-GB', 'BME-GB', 'MRW-GB']",589270000,2640000000
2909,Olam International,O32-SG,SGD,6333.03437466,8632.922829331405,1.57,2019-04-25T00:00:00.000Z,"['506-HK', 'INDF-ID', '151-HK']",5373126040,18355269320
2942,Oriflame Cosmetics,ORI-SE,EUR,10837.5209283,9677.222009773184,173.2,2019-04-25T00:00:00.000Z,"['SAR-GR', 'SWL-GB', 'CRL-GB', 'MLPFX-FR']",1955003160,1325564680
2943,Origin Energy,ORG-AU,USD,18980.564220855,18980.564220855,8.5958660014255,2019-04-25T00:00:00.000Z,"['9503-JP', 'EWC-AU', 'WPL-AU', 'QTM-AU']",10893727680,9587323200
2945,Orkla,ORK-NO,USD,7969.3158292665,7969.3158292665,7.4289353326,2019-04-25T00:00:00.000Z,"['STAL-FR', 'NHY-NO', 'GOD-NO', 'AMAG-AT']",9013257540,3810739380
3000,Paltac,8283-JP,USD,3523.7931939021,3523.7931939021,42.123562449853,2019-04-25T00:00:00.000Z,"['7444-JP', '7506-JP', '2733-JP', '9852-JP']",2059049850,7779757700
3035,Pearson,PSON-GB,USD,5248.8073402364,5248.8073402364,5.9286821705426,2019-04-25T00:00:00.000Z,"['DMGT-GB', 'ERM-GB', 'BMY-GB']",7302102990,6553169350
3045,PepsiCo,PEP-US,USD,176811.76635419,176811.76635419,95.94,2019-04-25T00:00:00.000Z,"['KO-US', 'MNST-US', 'MDLZ-US', 'K-US', 'UL-US']",172280000000,62800000000
3048,Performance Food Group,PFGC-US,USD,4304.885277,4304.885277,28.05,2019-04-25T00:00:00.000Z,"['SYBRQ-US', 'SYY-US', 'UNFI-US', 'WILC-US']",2290000000,16100000000
3069,Philips,PHIA-NL,USD,29229.458247154,29229.458247154,25.875278396437,2019-04-25T00:00:00.000Z,"['SIE-DE', 'NEWAY-NL', 'ELG-DE', 'SINT-SE']",31111923150,26627028120
3084,Pioneer Foods,PFG-ZA,USD,1013.0608146476,1013.0608146476,5.0614305127992,2019-04-25T00:00:00.000Z,"['AHL-ZA', 'TBS-ZA', 'RCL-ZA', 'CLR-ZA', 'AVI-ZA', 'KAP-ZA', 'BCF-ZA']",2112066540,1265519800
3102,Podravka,PODR-R-A-HR,HRK,2636.258184,17448.879509932794,268.0,2019-04-25T00:00:00.000Z,"['PODR-R-A-HR', 'PENGD-TR', 'SIBG-RU', 'TUKAS-TR']",222126578.4,636173145.3
3120,Post Holdings,POST-US,USD,7359.71463512,7359.71463512,73.58,2019-04-25T00:00:00.000Z,"['GIS-US', 'K-US', 'THS-US', 'FLO-US', 'HAIN-US', 'BGS-US', 'PEP-US', 'CAG-US']",5600000000,5030000000
3128,Prada,1913-HK,HKD,56550.0104,443709.79229122587,20.8,2019-04-25T00:00:00.000Z,"['1819-HK', '1836-HK', '1023-HK', '1488-HK']",8995089240,3901128300
3138,Premier Foods,PFD-GB,GBP,305.4417203505,233.1110263132718,0.2945,2019-04-25T00:00:00.000Z,"['GNC-GB', 'CWK-GB', 'FIF-GB', 'TATE-GB']",557465874.4,1111446327
3285,PTT PLC,PTT-TH,USD,44128.224543539,44128.224543539,1.3810861423221,2019-04-25T00:00:00.000Z,"['TOP-TH', 'PCOR-PH', 'BCP-TH', 'PTTGC-TH']",26890866600,12/30/1899
3291,Puma,PUM-DE,USD,7092.2952205882,7092.2952205882,344.33285509326,2019-04-25T00:00:00.000Z,"['ADS-DE', 'US5-DE', 'ML2-DE', 'LAF-FR']",5407936380,3941929530
3300,PZ Cussons,PZC-GB,USD,674.66020837209,674.66020837209,1.3565891472868,2019-04-25T00:00:00.000Z,"['CRL-GB', 'SWL-GB', 'MCB-GB', 'ULVR-GB', 'PFD-GB']",1973152090,1182595023
3306,QL Resources Berhad,QL-MY,MYR,11065.02716,45892.34588135972,5.02,2019-04-25T00:00:00.000Z,"['AMANFEED-BD', 'AJOONI-IN', 'AVANTIFE-IN', 'CPF-F-TH']",,
3310,Quanta Computer,2382-TW,TWD,230500.1764,,47.0,2019-04-25T00:00:00.000Z,"['2324-TW', '2357-TW', '2362-TW', '3231-TW', '2353-TW', '2347-TW']",6298038180,27713641760
