"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"3990","","The Solid Wood Flooring Company","","","","","","-","","","","","","","https://www.thesolidwoodflooringcompany.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3991","","The Toy Store","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3992","","Thew Arnott & Co Ltd","","","","","","-","","","","","","","Thew Arnott & Co Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3993","","Thimm Verpackung GmbH + Co. KG","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"3994","","THIN OIL PRODUCTS LLC.","","","","","","-","","","","","","","THIN OIL PRODUCTS LLC.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4233","","Von Bundit","","","","","","-","","","","","","","http://www.vonbundit.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4234","","Vorarlberger M\FChlen- und Mischfutter GmbH.","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4235","","Vortella Lebensmittelwerk W.Vortmeyer GmbH","","","","","","-","","","","","","","Vortella Lebensmittelwerk W.Vortmeyer GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4236","","VRANKEN-POMMERY","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"4237","","Vrutti (same as Vrutti-Budhani ICS?)","","","","","","-","","","","","","","","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4238","","VVF","","","","","","-","","","","","","","VVF (India) Limited (Formerly known as: VVF Ltd)","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","4","1","","1/26/2019 2:14:58 AM","","",""
"4239","","W C Rowe (Falmouth) Ltd","","","","","","-","","","","","","","W C Rowe (Falmouth) Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4240","","WAFELBAKKERIJ LUKA","","","","","","-","","","","","","","WAFELBAKKERIJ LUKA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4241","","Waffelfabrik Meyer zu Venne GmbH & Co. KG","","","","","","-","","","","","","","Waffelfabrik Meyer zu Venne GmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4242","","Wah Fund Group","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"4243","","Wahana Citra Nabati","","","","","","-","","","","","","","PT Wahana Citra Nabati","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4244","2228","Waitrose","Yes","yes","Jonathan","2016","9/26/2018","9 Month","12/20/2017","John Lewis Partnership","","","","","www.waitrose.com","","United Kingdom","Private","Private","Food Retailers & Wholesalers","Retail/Wholesale","No","","No","","GBP","","","","waitrose","","","","","","","","","","","Yes","Yes","Yes","No","3","","8","4.5","","1/26/2019 2:14:58 AM","","",""
"4245","","Wakefern Food","No commitment, has exposure","","Ciro","","9/4/2018","12 Month","6/13/2018","","ShopRite, Price Rite, The Fresh Grocer, and Dearborn Market","Pricerite, Thefreshgrocer","Pricerite,  Thefreshgrocer","","wakefern.shoprite.com","","United States","Private","Private","Food Retailers & Wholesalers","Business/Consumer Services","No","","","16300000000.0000","","","","6/13/2017","","","","","","","","","","","","No","No","No","No","0","","0","1","","2/13/2019 5:22:08 PM","","","Relevant Subsidiary, revenue,"
"4246","","Walden Green Energy","","","","","","-","","","","","","","http://waldengreenenergy.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"4247","","Walgreens Boots Alliance","No - profiled under subsidiary","","Luke","","8/29/2018","12 Month","4/24/2018","","Boots UK","Duane Reade","Duane Reade","","www.walgreensbootsalliance.com","","United States","Publicly traded","Nasdaq: WBA","Drug Retailers","Business/Consumer Services","","69750000000.0000","","118210000000.0000","USD","88250000000","103440000000","9/17/2018","","","","","","","","","","","","No","No","No","No","0","","1","3","","2/13/2019 5:22:08 PM","","","HQ, market cap, finance year"
"4445","","Gerolsteiner Brunnen","","","Laura","","","","","","","","","","https://www.gerolsteiner.de","","","","","Consumer Staples","Consumer Goods","","","","","[Please select]","","","[Please select]","","","","","","","","","","","","","","","","","","","","9/12/2018 10:43:52 AM","1/26/2019 2:15:04 AM","","",""
"4446","","Greenyard","","","Laura","","9/12/2018","","","","","","","","https://www.greenyard.group/","","","","","Food Products","Consumer Goods","","333240000.0000","","4180000000.0000","EUR - Euro","","","2018","","","","","","","","","","","","","","","","","","","","9/12/2018 11:01:52 AM","1/26/2019 2:15:04 AM","","","date updated"
"4447","","Grupo \C9xito","","","Laura","","9/12/2018","","","Casino Group","","Almacenes Exito","Almacenes Exito","","www.grupoexito.com.co","","","","","Consumer Staples","Retail/Wholesale","","6535000000000.0000","","56443000000000.0000","","","","2017","@Grupo_Exito","","","","","","","","","","","","","","","","","","","9/12/2018 11:40:54 AM","2/13/2019 5:22:08 PM","","","date updated"
"4448","","GS1 China","","","Blake","","","","","","","","","","http://www.gs1cn.org/","","","","","[Please select]","Business/Consumer Services","","","","","[Please select]","","","[Please select]","","","","","","","","","","","","","","","","","","","","9/12/2018 12:05:52 PM","1/26/2019 2:15:04 AM","","",""
"4449","","Hugo Boss","","","Laura","","9/12/2018","","","","","","","","http://www.group.hugoboss.com/","","Germany","Public","BOSS:GR","Clothing","Consumer Goods","","4870000000.0000","","2730000000.0000","EUR - Euro","","","2017","@HUGOBOSS","","","","","","","","","","","","","","Yes","","","","","9/12/2018 12:48:57 PM","1/26/2019 2:15:04 AM","","","date updated"
"4450","","Itochu-Shokuhin","","","Laura","","9/12/2018","","","Itochu Corporation","","","","","https://www.itochu-shokuhin.com/","","Japan","[Please select]","","Food Retailers & Wholesalers","Retail/Wholesale","","","","","[Please select]","","","[Please select]","","","","","","","","","","","","","","","","","","","","9/12/2018 1:14:36 PM","1/26/2019 2:15:04 AM","","","date updated"
"4451","","JD.COM","","","Laura","","9/12/2018","","","","","","","","corporate.jd.com","","","","","Consumer Discretionary","Retail/Wholesale","","38855000000.0000","","53678100000.0000","USD - US Dollar","","","2017","","","","","","","","","","","","","","","","","","","","9/12/2018 1:51:43 PM","1/26/2019 2:15:04 AM","","","date updated "
"4452","","Louis Delhaize","","","Blake","","9/12/2018","","","","","","","","https://louisdelhaize.be/","","","","","Food Products","Retail/Wholesale","","","","","[Please select]","","","[Please select]","","","","","","","","","","","","","","","","","","","","9/12/2018 2:38:12 PM","1/26/2019 2:15:04 AM","","",""
"4453","","NBCUniversal Media, LLC","","","Laura","","9/12/2018","","","Comcast","NBC, Universal Pictures, DreamWorks Animation, Telemundo, Universal Parks & Resorts, Focus Features","NBC, NBC Universal","NBC,  NBC Universal","","http://www.nbcuniversal.com/","","","","","Communications","Media/Entertainment","","","","32997000000.0000","USD - US Dollar","","","2017","@NBCUniversal","","","","","","","","","","","","","","","","","","","9/12/2018 2:58:21 PM","2/13/2019 5:22:08 PM","","",""
"2502","","Macphie of Glenbervie Ltd","","","","","","-","","","","","","","Macphie of Glenbervie Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2828","","NIKKO CHEMICALS CO., LTD.","","","","","","-","","","","","","","NIKKO CHEMICALS CO., LTD.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2829","","Nimir Industrial Chemicals Ltd","","","","","","-","","","","","","","Nimir Industrial Chemicals Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2830","","Nine Dragons Paper Holdings","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:34 AM","","",""
"2831","","Nine West Group","","","","","","-","","","","","","","www.ninewest.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2832","","Nippon Access","No - profiled under parent","","Jonathan","","9/6/2018","12 Month","4/18/2018","Itochu Corporation","","","","","www.nippon-access.co.jp/en/","","Japan","Publicly traded","Subsidiary","Food Products","Consumer Goods","No","","","1899400000000.0000","JPY","","16025237800","1/1/2016","","","","","","","","","","","","no","no","no","no","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2833","","Nippon Meat Packers","No commitment, has exposure","","Philip","","6/28/2017","12 Month","6/28/2018","","","NH Foods, Nipponham","NH Foods,  Nipponham","","www.nipponham.co.jp/eng/","","Japan","Publicly traded","Tokyo: 2282","Food Products","Consumer Goods","","737460000000.0000","","1200000000000.0000","JPY","6221950020","10124400000","6/28/2017","","","","","","","","","","","","no","no","no","no","0","","0","2","","2/13/2019 5:22:08 PM","","",""
"2834","1934","Nippon Paper Group","yes","yes","Laura","2016","10/30/2018","6 Month","9/2/2017","","NP Trading Co, Paper Australia Pty Ltd, Daishowa North America Corporation, Kokuei Paper Co Ltd, Dyna Wave Holding Asia, Jujo Thermal Oy, Nippon Seitai Corporation, Flowric Co Ltd, Nippon Paper Lumber Co Ltd, Nippon Paper Resources Australia Pty Ltd, Kokusaku Kiko Co Ltd, Daishowa Uniboard Co Ltd, Kunimoku House Co Ltd, North Pacific Paper Corporation, Daishowa-Marubeni International Ltd., Siam Nippon Industrial Paper Co., Ltd., Flowric Co., Ltd.","Nippon Paper Industries Co Ltd","Nippon Paper Industries Co Ltd","","www.nipponpapergroup.com/english/","","Japan","Publicly traded","Tokyo: 3863","Paper/Pulp","Basic Materials/Resources","","288090000000.0000","","1050000000000.0000","JPY","2012730720","8521370000","2018","","","","","","","","","","","","no","no","yes","no","2","","3","2","","2/13/2019 5:22:08 PM","","","market capitalization, annual revenue, finance year"
"2835","","Nippon Paper Industries","No - profiled under other name","","Jonathan","","7/7/2016","-","","Nippon Paper Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:34 AM","","",""
"2836","","Nippon Suisan Kaisha","No commitment, has exposure","","Philip","","8/15/2018","12 Month","6/28/2018","","","F. W. Bryce, J. P. Klausen, King & Prince, Nissui, Sealord, Uni Sea","F. W. Bryce,  J. P. Klausen,  King & Prince,  Nissui,  Sealord,  Uni Sea","","www.nissui.co.jp/english/index.html","","Japan","Publicly traded","Tokyo: 1332","Fishing","Agriculture","","209020000000.0000","","635950000000.0000","JPY","1763501740","5365510150","6/28/2017","","","","","","","","","","","","no","no","no","no","0","","0","1","","2/13/2019 5:22:08 PM","","",""
"2837","","Nissei","No commitment, has exposure","No","Philip","","8/15/2018","12 Month","7/24/2018","","","Hifi( Shanghai) Trading, Hikiyo( Qingdao) Electric, Kita Kanto-nichi Sell, The Japan Maryland Land Cup, Tianjin Sun Tianfeng Food, Tokyo Nippon Food Supply","Hifi( Shanghai) Trading,  Hikiyo( Qingdao) Electric,  Kita Kanto-nichi Sell,  The Japan Maryland Land Cup,  Tianjin Sun Tianfeng Food,  Tokyo Nippon Food Supply","","www.nissei-com.co.jp/en","","Japan","Private","Private","Food Products","Consumer Goods","No","","No","","JPY","","","7/24/2017","","","","","","","","","","","","No","No","No","No","0","","0","1","","2/13/2019 5:22:08 PM","","",""
"3030","","PAYBACK","No exposure","","Jonathan","","3/22/2016","-","","American Express Group, Loyalty Partner GmbH","","","","","www.payback.net","","Germany","Private","Private","Business Support Services","Consumer Goods","No","","No","","","","","3/22/2016","Presse_PAYBACK","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3031","","PC Holdings","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:46 AM","","",""
"3032","","PCC Exol SA","","","","","","-","","","","","","","PCC Exol SA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3033","","PCO Group Sp. zo .o.","","","","","","-","","","","","","","PCO Group Sp. zo .o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3034","","PE International","","","","","","-","","","","","","","www.pe-international.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3035","172","Pearson","Yes","yes","An","2016","12/20/2018","9 Month","1/20/2018","","Pearson School, Pearson Higher Education, Pearson Professional","","","","www.pearson.com","","United Kingdom","Publicly traded","UK : PSON","Publishing","Media/Entertainment","","7250000000.0000","","4510000000.0000","GBP","7302102990","6553169350","10/04/2018","pearson","","","","","","","","","","","No","No","Yes","No","1","","7","4","","2/12/2019 4:40:47 PM","Yes","","market cap, annual rev"
"3036","173","Peerless Holdings","Yes","yes","Philip","2016","3/15/2017","9 Month","12/15/2017","","","Copha, E O I Bakery, EOI, Fairy, Formula40 Oil, Frytol, Gold Leaf, Kremelta, Miracle, Olive Gold, Pura, Shef, SPD, Sunbeam, Tablelands, Tablelands Spreads, Wik","Copha,  E O I Bakery,  EOI,  Fairy,  Formula40 Oil,  Frytol,  Gold Leaf,  Kremelta"," Miracle,  Olive Gold,  Pura,  Shef,  SPD,  Sunbeam,  Tablelands,  Tablelands Spreads,  Wik","www.peerlessfoods.com.au","","Australia","Private","Private","Consumer Staples","Consumer Goods","No","","No","","AUD","","","4/28/2016","","","","","","","","","","","","No","Yes","No","No","1","","4","1","","2/13/2019 5:22:08 PM","","",""
"3037","","Peeters Produkten BV","Notes included","","Philip","","11/4/2016","-","","","","","","","Peeters Produkten BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3038","","PELLEGRINI SRL","","","","","","-","","","","","","","PELLEGRINI SRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3039","","Pendle Vale","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3040","","Penguin Random House","","","","","","-","","","","","","","http://www.penguinrandomhouse.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:46 AM","","",""
"3041","","Penny-Markt GmbH","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3042","","PENSA - Conhecimento em Agroneg\F3cio","No exposure","","Jonathan","","11/22/2016","-","","","","","","","http://pensa.org.br/en/","","Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3252","","PT Rajawali","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:40 AM","","",""
"3253","","PT Ratah Timber","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"3254","","PT Redtroindo Nusantara","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3255","","PT Remark Asia","","","","","","-","","","","","","","PT Remark Asia","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3256","","PT Rimba Makmur Utama","No exposure","","Ben","","7/19/2015","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:14:58 AM","","",""
"3257","","PT RIMBA MUJUR MAHKOTA","","","","","","-","","","","","","","PT. RIMBA MUJUR MAHKOTA","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3258","","PT Sabut Mas Abadi","","","","","","-","","","","","","","PT Sabut Mas Abadi","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3259","","PT Sahabat Mewah dan Makmur","","","","","","-","","","","","","","PT Sahabat Mewah dan Makmur","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3260","","PT SAI Global Indonesia","","","","","","-","","","","","","","PT SAI Global Indonesia","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3261","","PT Sari Bumi Kesuma Sei Delang","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3262","","PT Sawindo Kencana","","","","","","-","","","","","","","PT Sawindo Kencana","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3263","","PT Seng Fong Moulding Perkasa","","","","","","-","","","","","","","","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3264","","PT Sinar Meadow International Indonesia","","","","","","-","","","","","","","PT. Sinar Meadow International Indonesia","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3265","","PT Siringo Ringo","","","","","","-","","","","","","","PT Siringo Ringo","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3266","","PT Sisirau","","","","","","-","","","","","","","PT Sisirau","","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"3450","","S. Fischer Publisher","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"3451","","S. Spitz GesmbH","","","","","","-","","","","","","","S. Spitz GesmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3452","2099","S2udio","Yes","yes","Philip","2016","2/13/2018","9 Month","11/13/2018","","","","","","http://www.s2dio.com.au","","AUSTRALIA","Private","Private","Furniture","Consumer Goods","No","","No","","","","","2/13/2018","","","","","","","","","","","","No","No","Yes","No","1","","0","1","","1/26/2019 2:14:46 AM","","",""
"3453","","La An\F3nima","No - profiled under other name","","Blake","","5/31/2017","-","","","","La Anonima","La Anonima","","www.laanonima.com.ar","","Argentina","Private","Private","Food Retailers & Wholesalers","Retail/Wholesale","","","","","ARS","0","0","","","","","","","","","","","","","No","No","No","No","0","","0","0","","2/13/2019 5:22:08 PM","","","Name, HQ"
"3454","","Saag Comercial Exportadora Ltda","","","","","","-","","","","","","","","","Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3455","","Saalim Shoes","","","","","","-","","","","","","","http://www.saalimshoes.com","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:46 AM","","",""
"3456","","SAATBAU LINZ eGen","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3457","","Saatzucht Donau","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3458","","Sabah Forestry Department","","","","","","-","","","","","","","","","Malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3459","","SABAH SOFTWOODS BERHAD","","","","","","-","","","","","","","SABAH SOFTWOODS BERHAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"3460","","SABIC","","","","","","-","","","","","","","https://www.sabic.com/en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3461","","SABMILLER","No - Company no longer exists","No","Jonathan","2016","4/10/2017","-","","","Bavaria Brewery","","","","www.sabmiller.com","","United Kingdom","Publicly traded","London: SAB","Alcoholic Beverages/Drinks","Consumer Goods","","71470000000.0000","","13170000000.0000","GBP","102935167790","18968184690","7/14/2016","SABMiller","","","","","","","","","","","No","No","Former","No","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3462","","Sabrina","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3463","","Saca S.p.A.","","","","","","-","","","","","","","Saca S.p.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3464","","SACI-CFPA","","","","","","-","","","","","","","SACI-CFPA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3648","","Siglm\FChle GmbH.","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3649","","Sigma Alimentos","","","An","","9/12/2018","-","","Alfa","","","","","http://www.sigma-alimentos.com/","","United States","Private","Private","Food Products","Consumer Goods","","","","6100000000.0000","USD - US Dollar","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","","all"
"3650","","SIGMAXYZ","No exposure","No","Philip","","1/26/2016","-","","","","","","","www.sigmaxyz.com/english","","Japan","Publicly traded","Tokyo: 6088","Business Support Services","Business/Consumer Services","","8350000000.0000","","","JPY","70448950","0","1/26/2016","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3651","","Signet Group","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3652","","SIK - Swedish Institute for Food and Biotechnology","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:15:04 AM","","",""
"3653","","Silbury Marketing Ltd","","","","","","-","","","","","","","Silbury Marketing Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3654","","Silva Timber Products","","","","","","-","","","","","","","http://www.silvatimber.co.uk/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3655","","Silvotecnia S.A.","","","","","","-","","","","","","","www.silvotecnia.com","","COLOMBIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3656","","Sime Darby","No - profiled under subsidiary","yes","Philip","2016","2/12/2018","12 Month","2/12/2019","","","","","","http://www.simedarbyplantation.com","","Malaysia","Publicly traded","MY: SIME","Diversified Holding Companies","Business/Consumer Services","","18500000000.0000","","31090000000.0000","MYR","4274018000","7182660520","2/12/2018","SimeDarbyGroup","","","","","","","","","","","No","Former","No","No","0","","8","6.25","","1/26/2019 2:15:04 AM","","",""
"3657","2750","Sime Darby Plantation","Yes","yes","Philip","2016","2/12/2018","12 Month","2/12/2019","","New Britain Palm Oil, Morakot Industries, Golden Hope Nusantara, MYBiomass","Minamasplantation","Minamasplantation","","Sime Darby Plantation Sdn Bhd","","","","","Farming","Agriculture","","37400000000.0000","","1478000000.0000","MYR","8640447200","341459384","2/12/2018","SimeDarbyGroup","","","","","","","","","","","","Yes","","","1","","3","5.5","","2/13/2019 5:22:08 PM","","",""
"3658","","Simmenthal","No commitment, has exposure","","Philip","","11/18/2016","12 Month","11/18/2017","","","Novita, Spunti, Trippa","Novita,  Spunti,  Trippa","","www.simmenthal.it","","Italy","Private","Private","Food Products","Consumer Goods","No","","No","","USD","","","11/18/2016","","","","","","","","","","","","","","","","0","","0","1","","2/13/2019 5:22:08 PM","","",""
"3839","","Sumitomo Corporation","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3840","213","Sumitomo Forestry Co.","Yes","yes","Jonathan","2016","1/30/2018","6 Month","7/30/2018","Sumitomo Group","","","","","sfc.jp/english","","Japan","Publicly traded","JP : 1911","Home Construction","Real Estate/Construction","","359010000000.0000","","1110000000.0000","JPY","3028967370","9365070","1/30/2018","","","","","","","","","","","","No","No","Yes","No","2","","5","2.5","","1/26/2019 2:15:04 AM","","",""
"3841","","Sumitomo Group","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:15:04 AM","","",""
"3842","","Sumitomo Mitsui Banking Corporation (SMBC)","","","","","","-","","","","","","","www.smbcgroup.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:15:04 AM","","",""
"3843","","Sumitomo Rubber Industries","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","3","1","","1/26/2019 2:15:04 AM","","",""
"3844","","Sun Chemical Co.,Ltd.","","","","","","-","","","","","","","The Sun Chemical Co.,Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
"3845","","Sun International","","","Jen","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:15:04 AM","","",""
"3846","","Sun Lots Enterprise Co Ltd","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:15:04 AM","","",""
