CompanyId,CompanyName,TickerSymbol,FinancesCurrency,Updated MarketCapitalizationInUsd,MarketCapitalization in Native Currency,Upaded FinancesCurrentAsOf,Peers,Original MarketCapitalizationInUsd
3722,Sodexo,SW-FR,EUR,14566558545.0,13002373064.71,2019-05-15T00:00:00.000Z,"['EDEN-FR', 'CTRG-FR', 'ELIOR-FR', 'GNK-GB', 'CPG-GB']",16006622940
3728,Softbank Group Corp.,9984-JP,USD,99190546070.95,99190546070.95,2019-05-15T00:00:00.000Z,"['9437-JP', '9432-JP', '9433-JP', '3774-JP']",75089300000
3744,Solvay,SOLB-BE,EUR,9244630561.1,8251924092.4,2019-05-15T00:00:00.000Z,"['LXS-DE', 'EVK-DE', 'REC-BE', 'EMSN-CH']",13422107160
3745,Sonae SGPS SA,SON-PT,USD,1713826653.57,1713826653.57,2019-05-15T00:00:00.000Z,"['JMT-PT', 'STG-DE', 'ATEB-BE', 'MQ-SE']",2084987520
3772,Sprint Corp.,S-US,USD,24761452757.48,24761452757.48,2019-05-15T00:00:00.000Z,"['TDS-US', 'SBAC-US', 'TU-US', 'FTR-US']",33890000000
3787,Stanley Black & Decker,SWK-US,USD,20468991594.04,20468991594.04,2019-05-15T00:00:00.000Z,"['SNA-US', 'KMT-US', 'MKTAY-US', 'LECO-US', 'ITW-US', 'MMM-US', 'TTC-US', 'GE-US', 'PFIN-US']",24090000000
3791,Starbucks Coffee Company,SBUX-US,USD,94182912000.0,94182912000.0,2019-05-15T00:00:00.000Z,"['DNKN-US', 'YUM-US', 'MCD-US', 'DRI-US', 'WEN-US', 'PEP-US', 'EAT-US', 'QSR-CA', 'CBRL-US']",82610000000
3814,Stora Enso,STERV-FI,EUR,6313440373.81,5635490827.05,2019-05-15T00:00:00.000Z,"['METSB-FI', 'HUH1V-FI', 'VALMT-FI', 'SAP-ZA']",10153454850
3821,Strauss Group,STRS-IL,ILS,10865571369.34,38766124041.09,2019-05-15T00:00:00.000Z,"['CRMT-IL', 'ANGL-IL', 'GSFI-IL', 'KRUR-IL']",1906466000
3832,Suedzucker,SZU-DE,USD,2507865837.65,2507865837.65,2019-05-15T00:00:00.000Z,"['CSR-MA', 'TATE-GB', 'AAK-SE', 'NLM-DE']",5353639830
3840,Sumitomo Forestry Co.,1911-JP,JPY,234333698944.0,25688227766952.39,2019-05-15T00:00:00.000Z,"['E6R-SG', '8894-JP', '9616-JP', '4221-JP']",3028967370
3855,Suntory,2587-JP,USD,13139337530.8,13139337530.8,2019-05-15T00:00:00.000Z,"['2590-JP', '2579-JP', '2599-JP', '2914-JP']",12318020000
3874,Suzano Pulp & Paper,SUZB3-BR,USD,12492478120.82,12492478120.82,2019-05-15T00:00:00.000Z,"['SUZB3-BR', 'SPPJY-US', 'PPAR3-BR', 'NP-US']",9150068340
3887,Swire Pacific,19-HK,HKD,86899776000.0,682089163868.57,2019-05-15T00:00:00.000Z,"['6501-JP', 'J36-SG', '8058-JP']",109970000000
3899,Symrise,SY1-DE,EUR,11516678914.4,10279995460.08,2019-05-15T00:00:00.000Z,"['CBE-FR', 'LXS-DE', 'DESN-CH', 'VBK-DE']",8035889400
3910,Taisei Corporation,1801-JP,USD,8817205367.28,8817205367.28,2019-05-15T00:00:00.000Z,"['1860-JP', '1820-JP', '1883-JP', '1720-JP']",7727701410
3920,Tapestry,TPR-US,USD,9017425481.4,9017425481.4,2019-05-15T00:00:00.000Z,"['VRA-US', 'TPR-US']",12180000000
3922,Target,TGT-US,USD,36503335751.06,36503335751.06,2019-05-15T00:00:00.000Z,"['DG-US', 'COST-US', 'WMT-US', 'KSS-US', 'M-US', 'DLTR-US', 'WMMVY-US', 'FRED-US', 'TUES-US', 'JCP-US']",28000000000
3959,Terna,TRN-IT,EUR,11159475584.0,9961149320.31,2019-05-15T00:00:00.000Z,"['ENEL-IT', 'A2A-IT', 'HER-IT', 'ACE-IT', 'IRE-IT', 'ELEC-FR']",8861196960
3963,Terra Santa Agro,TESA3-BR,USD,73092637.73,73092637.73,2019-05-15T00:00:00.000Z,"['TESA3-BR', 'SLCE3-BR']",60045622.84
3967,Tesco,TSCO-GB,USD,18495622380.0,18495622380.0,2019-05-15T00:00:00.000Z,"['MRW-GB', 'SBRY-GB', 'MCLS-GB', 'JMT-PT', 'CA-FR']",33799951276
3996,Thomas Cook Group,TCG-GB,USD,273630050.8,273630050.8,2019-05-15T00:00:00.000Z,"['CCL-GB', 'MIN-GB', 'EDR-ES', 'LMN-CH']",1886736670
4007,Tiffany & Co.,TIF-US,USD,11942758774.52,11942758774.52,2019-05-15T00:00:00.000Z,"['SIG-US', 'BGI-US', 'DGSE-US', 'CTHR-US']",12010000000
4015,Time Publishing and Media,600551-CN,CNY,4860981094.56,33439367135.09,2019-05-15T00:00:00.000Z,"['601999-CN', '600880-CN', '000719-CN', '600373-CN']",1549558880
4037,Toppan Printing Co.,7911-JP,JPY,583162262136.0,63927659924067.16,2019-05-15T00:00:00.000Z,"['7913-JP', '7916-JP', '7912-JP', '7868-JP']",5830135740
4043,Toyo Suisan Kaisha,2875-JP,JPY,439664897280.0,48197131156801.34,2019-05-15T00:00:00.000Z,"['2871-JP', '2812-JP', '2918-JP', '2907-JP', '2669-JP']",3929110900
4059,Transcontinental,TCL.A-CA,USD,814332167.89,814332167.89,2019-05-15T00:00:00.000Z,"['GVC-CA', 'TS.B-CA', 'QBR.B-CA', 'RCI.B-CA', 'PNC.A-CA']",980157110
4063,Travis Perkins Group,TPK-GB,USD,2683816477.38,2683816477.38,2019-05-15T00:00:00.000Z,"['KGF-GB', 'TPT-GB', 'LTHM-GB', 'CRH-GB', 'HBM-DE']",5372158610
4088,TSH Resources Berhad,TSH-MY,USD,331446032.38,331446032.38,2019-05-15T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",
4089,Tsuruha Holdings,3391-JP,JPY,436617927900.0,47863114991883.15,2019-05-15T00:00:00.000Z,"['3034-JP', '3088-JP', '3148-JP']",5013265400
4102,Tyson Foods,TSN-US,USD,24260800000.0,24260800000.0,2019-05-15T00:00:00.000Z,"['PPC-US', 'SAFM-US', 'SEB-US', 'HRL-US', 'BRFS-US']",27350000000
4118,Unicharm Corporation,8113-JP,USD,18202852846.65,18202852846.65,2019-05-15T00:00:00.000Z,"['7956-JP', '3529-JP', '7819-JP']",14933490000
4130,Uni-President Enterprises,1216-TW,USD,14174026117.25,14174026117.25,2019-05-15T00:00:00.000Z,"['1227-TW', '1201-TW', '1203-TW', '1225-TW']",9400833960
4137,United Plantations,UTDPLT-MY,MYR,5464935543.8,22758776024.02,2019-05-15T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",
4146,UPM-Kymmene Corporation,UPM-FI,EUR,12538448321.46,11192045274.43,2019-05-15T00:00:00.000Z,"['RAKT-EG', 'SAP-ZA', 'NVG-PT', 'NPKZ-ZW']",14638349880
4180,Veolia,VIE-FR,USD,9923205690.62,9923205690.62,2019-05-15T00:00:00.000Z,"['SEV-FR', 'EYAPS-GR', 'WWG-DE', 'HER-IT']",13031172000
4197,Verso Corporation,VRS-US,USD,747634481.44,747634481.44,2019-05-15T00:00:00.000Z,"['GLT-US', 'UFS-US', 'RFP-US', 'NP-US', 'WPP-US', 'SPPJY-US', 'CLW-US', 'AVY-US']",191210000
4200,VF Corporation,VFC-US,USD,35881413770.8,35881413770.8,2019-05-15T00:00:00.000Z,"['RL-US', 'HBI-US', 'PVH-US', 'GIL-US', 'NKE-US', 'CHKE-US', 'VNCE-US', 'GIL-CA', 'ICON-US']",29160000000
4201,VF Outdoors,VFC-US,USD,35881413770.8,35881413770.8,2019-05-15T00:00:00.000Z,"['RL-US', 'HBI-US', 'PVH-US', 'GIL-US', 'NKE-US', 'CHKE-US', 'VNCE-US', 'GIL-CA', 'ICON-US']",24020000000
4211,VINX CORP.,3784-JP,USD,210333271.89,210333271.89,2019-05-15T00:00:00.000Z,"['2384-JP', '2436-JP', '2170-JP', '9644-JP']",51718810
4247,Walgreens Boots Alliance,WBA-US,USD,48220128099.72,48220128099.72,2019-05-15T00:00:00.000Z,"['CVS-US', 'PETS-US', 'CJJD-US', 'RAD-US']",88250000000
4250,Walmart,WMT-US,USD,286368406745.96,286368406745.96,2019-05-15T00:00:00.000Z,"['DG-US', 'TGT-US', 'COST-US', 'JCP-US', 'M-US', 'KSS-US', 'AMZN-US', 'EBAY-US', 'DLTR-US', 'PSMT-US']",222890000000
4251,Walt Disney Company,DIS-US,USD,242383450814.96,242383450814.96,2019-05-15T00:00:00.000Z,"['FOXA-US', 'VIAB-US', 'CMCSA-US', 'CBS-US', 'AMCX-US', 'SNE-US', 'DISCA-US', 'PSO-US']",156510000000
4268,Weis Markets,WMK-US,USD,1081317408.6,1081317408.6,2019-05-15T00:00:00.000Z,"['KR-US', 'IMKTA-US', 'VLGEA-US', 'SPTN-US']",1320000000
4273,Wendy's,WEN-US,USD,4305310922.28,4305310922.28,2019-05-15T00:00:00.000Z,"['JACK-US', 'TAST-US', 'YUM-US', 'DPZ-US', 'MCD-US', 'ARCO-US', 'DNKN-US', 'GTIM-US']",3350000000
4278,Wesfarmers,WES-AU,AUD,41181068800.0,59597310403.15,2019-05-15T00:00:00.000Z,"['WOW-AU', 'MYR-AU', 'BHP-AU', 'IPL-AU']",32428330560
4286,Westpac,WBC-AU,USD,133414270226.43,133414270226.43,2019-05-15T00:00:00.000Z,"['ANZ-AU', 'NAB-AU', 'CBA-AU', 'BOQ-AU']",27132475840
4287,WestRock,WRK-US,USD,9623680822.08,9623680822.08,2019-05-15T00:00:00.000Z,"['BERY-US', 'ATR-US', 'SEE-US', 'SLGN-US']",13870000000
4289,Weyerhaeuser,WY-US,USD,18582414692.0,18582414692.0,2019-05-15T00:00:00.000Z,"['CFP-CA', 'UFPI-US', 'RYN-US']",27980000000
4290,WH Group,288-HK,HKD,114291269632.47,897089038999.23,2019-05-15T00:00:00.000Z,"['834-HK', '1068-HK', '829-HK', '000895-CN']",11883338100
4314,Wilmar International,F34-SG,USD,22145970896.0,22145970896.0,2019-05-15T00:00:00.000Z,"['E5H-SG', 'SMAR-ID', 'LSIP-ID']",16287069960
4318,Wing on Department Stores,289-HK,USD,1002335023.57,1002335023.57,2019-05-15T00:00:00.000Z,"['244-HK', 'SM-PH', '006370-KR', '1212-HK']",996169500
4323,Wipro,WIT-US,USD,26534617382.0,26534617382.0,2019-05-15T00:00:00.000Z,"['CTSH-US', 'IBM-US', 'ACN-US', 'INFY-US', 'HPQ-US']",20058300000
4328,WM Morrison Supermarkets,MRW-GB,USD,3980376732.08,3980376732.08,2019-05-15T00:00:00.000Z,"['SBRY-GB', 'OCDO-GB', 'MGNT-GB', 'JMT-PT', 'CA-FR']",7979023780
4330,Wolverine World Wide,WWW-US,USD,2612050673.85,2612050673.85,2019-05-15T00:00:00.000Z,"['CROX-US', 'SKX-US', 'DECK-US', 'SHOO-US', 'RCKY-US']",2290000000
4336,Woolworths Group,WOW-AU,AUD,43830462259.2,63431516968.67,2019-05-15T00:00:00.000Z,"['WES-AU', 'MYR-AU', 'MTS-AU', 'TWE-AU']",23339688640
4337,Woolworths Holdings,WHL-ZA,USD,3468298505.37,3468298505.37,2019-05-15T00:00:00.000Z,"['MSM-ZA', 'TFG-ZA', 'BVT-ZA', 'SHP-ZA', 'LEW-ZA']",4007274590
4348,X5 Retail Group,FIVE-GB,RUB,7981063896.61,514986999550.63,2019-05-15T00:00:00.000Z,"['MRW-GB', 'TSCO-GB', 'OCDO-GB', 'MGNT-GB', 'SBRY-GB']",4530000000
4362,Yamazaki Baking,2212-JP,USD,3368288404.49,3368288404.49,2019-05-15T00:00:00.000Z,"['2215-JP', '2211-JP', '8182-JP', '8167-JP']",4430690550
4378,Yum! Brands,YUM-US,USD,30707662842.48,30707662842.48,2019-05-15T00:00:00.000Z,"['MCD-US', 'DPZ-US', 'WEN-US', 'DRI-US', 'CMG-US', 'SBUX-US', 'JACK-US', 'FRSH-US', 'ARCO-US', 'EAT-US']",34900000000
4407,Zoetis,ZTS-US,USD,48746346287.76,48746346287.76,2019-05-15T00:00:00.000Z,"['LLY-US', 'PFE-US', 'MRK-US', 'PETX-US', 'ICCC-US', 'PAHC-US', 'KIN-US', 'SNY-US', 'HSKA-US']",24690000000
4428,Amazon,AMZN-US,USD,921226602662.4,921226602662.4,2019-05-15T00:00:00.000Z,"['EBAY-US', 'BKS-US', 'GOOGL-US', 'OSTK-US', 'COST-US', 'WMT-US', 'MELI-US', 'MSFT-US', 'NWSA-US', 'CBS-US']",
4441,Arca Continental,AC*-MX,USD,9974618798.47,9974618798.47,2019-05-15T00:00:00.000Z,"['LBCC-US', 'MLHC-US', 'MNST-US', 'MOJO-US']",
4449,Hugo Boss,BOSS-DE,USD,3544756091.39,3544756091.39,2019-05-15T00:00:00.000Z,"['GWI1-DE', 'ADD-DE', 'STEF-IT', 'MONC-IT']",
