CompanyId,CompanyName,TickerSymbol,FinancesCurrency,Updated MarketCapitalizationInUsd,MarketCapitalization in Native Currency,Upaded FinancesCurrentAsOf,Peers,Original MarketCapitalizationInUsd
2066,Intel,INTC-US,USD,205229254324.04,205229254324.04,2019-05-15T00:00:00.000Z,"['TXN-US', 'AMD-US', 'NVDA-US', 'AMAT-US', 'QCOM-US', 'HPQ-US']",173530000000
2079,International Flavors & Fragrances,IFF-US,USD,14466251265.83,14466251265.83,2019-05-15T00:00:00.000Z,"['SXT-US', 'GRA-US', 'SCL-US', 'EL-US', 'BCPC-US', 'PG-US', 'AMRS-US', 'UG-US']",10280000000
2081,International Paper APPM,IPAPPM-IN,USD,216650550.36,216650550.36,2019-05-15T00:00:00.000Z,"['BPML-BD', 'BALLARPU-IN', 'BALKRISH-IN', 'C71-SG']",212617980
2082,International Paper Co.,IP-US,USD,17808508804.32,17808508804.32,2019-05-15T00:00:00.000Z,"['UFS-US', 'UPMKY-US', 'CLW-US', 'PKG-US', 'SPPJY-US', 'CMPC-CL', 'UFS-CA']",25480000000
2093,IOI Group,IOIPG-MY,USD,1650918985.37,1650918985.37,2019-05-15T00:00:00.000Z,"['ALL-TH', 'AMPROP-MY', 'ADN-SG', 'ACST-ID']",6986286720
2115,Ito En,2593-JP,JPY,472870392720.0,51837198009418.48,2019-05-15T00:00:00.000Z,"['2579-JP', '2590-JP', '2599-JP', '2573-JP']",3858071360
2116,Itochu Corporation,8001-JP,USD,27826724011.76,27826724011.76,2019-05-15T00:00:00.000Z,"['8002-JP', '8031-JP', '8053-JP', '2768-JP', '8015-JP']",21008130000
2127,J Sainsbury,SBRY-GB,USD,3542574157.5,3542574157.5,2019-05-15T00:00:00.000Z,"['MRW-GB', 'TSCO-GB', 'CO-FR', 'MCLS-GB', 'MKS-GB', 'COLR-BE']",8555126580
2129,J. Front Retailing,3086-JP,USD,2909164458.86,2909164458.86,2019-05-15T00:00:00.000Z,"['8242-JP', '3099-JP', '8233-JP', '8273-JP', '7453-JP']",3581675240
2147,JAPAN TRANSCITY,9310-JP,USD,262084100.23,262084100.23,2019-05-15T00:00:00.000Z,"['9351-JP', '9324-JP', '9322-JP', '9313-JP', '9307-JP', '9302-JP', '9364-JP', '9306-JP', '9304-JP']",200547490
2152,Jaya Tiasa Holding Berhad,JTIASA-MY,MYR,527555095.0,2197008208.28,2019-05-15T00:00:00.000Z,"['TNC-VN', 'TRC-VN', 'WTK-MY', 'TADMAX-MY']",
2153,JBS,JBSS3-BR,USD,14758494945.52,14758494945.52,2019-05-15T00:00:00.000Z,"['MRFG3-BR', 'BRFS3-BR', 'BEEF3-BR', 'MNPR3-BR']",7937974940
2159,Jeronimo Martins,JMT-PT,EUR,8590695787.4,7668210110.72,2019-05-15T00:00:00.000Z,"['CO-FR', 'SON-PT', 'FNTS-FR', 'MRW-GB', 'CA-FR']",11391416190
2179,Johnson Controls,JCI-US,USD,35069583555.05,35069583555.05,2019-05-15T00:00:00.000Z,"['LEA-US', 'HON-US', 'MGA-US', 'BWA-US', 'ALV-US', 'GNTX-US', 'VC-US', 'DLPH-US', 'EMR-US', 'THRM-US']",41380000000
2208,Kagome,2811-JP,JPY,235344953532.0,25799083944719.33,2019-05-15T00:00:00.000Z,"['2599-JP', '2579-JP', '2590-JP', '2587-JP']",1783497430
2210,Kajima Corporation,1812-JP,JPY,792890218408.0,86918546570294.06,2019-05-15T00:00:00.000Z,"['1803-JP', '1879-JP', '1885-JP']",6190842801
2214,Kameda Seika,2220-JP,JPY,98569004325.0,10805373043965.89,2019-05-15T00:00:00.000Z,"['2222-JP', '2206-JP', '2207-JP', '2607-JP']",851124560
2218,Kao Corporation,4452-JP,JPY,4202410371280.0,460678405513675.6,2019-05-15T00:00:00.000Z,"['4911-JP', '4912-JP', '4919-JP', '4929-JP']",32144970000
2229,Kato Sangyo,9869-JP,USD,1141513737.52,1141513737.52,2019-05-15T00:00:00.000Z,"['7451-JP', '7481-JP', '2692-JP', '8142-JP']",1171730560
2235,KBR Inc,KBR-US,USD,3198532490.51,3198532490.51,2019-05-15T00:00:00.000Z,"['FLR-US', 'JEC-US', 'TPC-US', 'MDR-US', 'MTZ-US', 'GVA-US', 'PRIM-US', 'E-US']",2140000000
2240,Kencana Agri,BNE-SG,USD,40181564.78,40181564.78,2019-05-15T00:00:00.000Z,"['BNE-SG', '1J7-SG', '002679-CN']",
2245,Kering,KER-FR,EUR,65235897745.2,58230739750.51,2019-05-15T00:00:00.000Z,"['RMS-FR', 'CDI-FR', 'OR-FR', 'STCBV-FI', 'MKS-GB']",40852724220
2246,Kerry Group,KRZ-IE,USD,16536011367.49,16536011367.49,2019-05-15T00:00:00.000Z,"['TIPI-FR', 'RGD-GB', 'YZA-IE', 'FIF-GB']",14171399550
2248,Kesko Group,KESKOB-FI,USD,2765518645.01,2765518645.01,2019-05-15T00:00:00.000Z,"['MGNT-RU', 'MGNT-GB', 'MGROS-TR', 'MRW-GB']",4669503300
2263,Kikkoman,2801-JP,USD,8951601572.59,8951601572.59,2019-05-15T00:00:00.000Z,"['2816-JP', '2818-JP', '2809-JP', '4526-JP', '2806-JP']",6611908160
2265,Kimberly-Clark,KMB-US,USD,44236145111.1,44236145111.1,2019-05-15T00:00:00.000Z,"['PG-US', 'CLX-US', 'CL-US', 'EL-US', 'WPP-US', 'CLW-US', 'ENR-US', 'JNJ-US']",45420000000
2268,Kingfisher,KGF-GB,GBP,4916566048.72,3838414856.18,2019-05-15T00:00:00.000Z,"['TPK-GB', 'HBM-DE', 'TPT-GB', 'DNLM-GB', 'ALY-GB']",9664124470
2271,Kingspan Group,KRX-IE,USD,7198506180.27,7198506180.27,2019-05-15T00:00:00.000Z,"['ALU-GB', 'TYMN-GB', 'DLX-DE', 'ECEL-GB', 'MEVA-GR', 'INSP-GB', 'BMT-GB']",6113791530
2274,Kirin Holdings,2503-JP,USD,17877992770.19,17877992770.19,2019-05-15T00:00:00.000Z,"['2502-JP', '2501-JP', '2531-JP', '2282-JP']",21683090000
2278,Klabin,KLBN11-BR,USD,0.0,0.0,2019-05-15T00:00:00.000Z,"['MPA-VE', 'SV.A-VE', 'MOAR3-BR', 'CMPC-CL']",6174255360
2280,KLM (Royal Dutch Airlines),KLMR-US,USD,468565086.99,468565086.99,2019-05-15T00:00:00.000Z,"['LTM-CL', 'LTM-US', 'LUV-US', 'KLMR-US']",2139284070
2290,Kokuyo Co.,7984-JP,USD,1517277259.95,1517277259.95,2019-05-15T00:00:00.000Z,"['7987-JP', '7994-JP', '7972-JP', '7997-JP']",1405519830
2306,Kraft Heinz,KHC-US,USD,39495600000.0,39495600000.0,2019-05-15T00:00:00.000Z,"['GIS-US', 'CPB-US', 'CAG-US', 'K-US']",106230000000
2305,Kraft Heniz Co,KHC-US,USD,39495600000.0,39495600000.0,2019-05-15T00:00:00.000Z,"['GIS-US', 'CPB-US', 'CAG-US', 'K-US']",89820000000
2308,Kroger,KR-US,USD,20125825308.65,20125825308.65,2019-05-15T00:00:00.000Z,"['SFM-US', 'IMKTA-US', 'WMT-US']",20460000000
2315,Kuala Lumpur Kepong Berhad (KLK),KLK-MY,USD,6232948641.11,6232948641.11,2019-05-15T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",6115311160
2326,Kusuri No Aoki,3549-JP,USD,2094108640.57,2094108640.57,2019-05-15T00:00:00.000Z,"['6469-TW', '6566-TW', '7649-JP', '9267-JP']",1417331630
2387,Lawson,2651-JP,USD,4560545893.65,4560545893.65,2019-05-15T00:00:00.000Z,"['8028-JP', '9946-JP', '7544-JP', '7601-JP']",6422919360
2409,Lenzing,LNZ-AT,USD,2247851022.05,2247851022.05,2019-05-15T00:00:00.000Z,"['LTH-AT', 'NBH-DE', 'SIOE-BE', 'NAYP-GR']",3464119890
2422,LG International,001120-KR,USD,707464256700.0,707464256700.0,2019-05-15T00:00:00.000Z,"['011760-KR', '001250-KR', '011810-KR', '005190-KR']",906880000
2436,Life Corporation,8194-JP,JPY,98800223008.0,10830719796138.73,2019-05-15T00:00:00.000Z,"['9948-JP', '9956-JP', '3038-JP', '9993-JP']",1474618860
2441,Lindt & Spr\FCngli,LISN-CH,USD,10161838572.14,10161838572.14,2019-05-15T00:00:00.000Z,"['BARN-CH', 'KENT-TR', 'ARYN-CH', 'NESN-CH']",14716328050
2444,Lion Corporation,4912-JP,USD,5413340780.07,5413340780.07,2019-05-15T00:00:00.000Z,"['4465-JP', '2733-JP', '4985-JP', '8283-JP']",5077555340
2451,Lloyd's Banking Group,LLOY-GB,USD,33420355740.72,33420355740.72,2019-05-15T00:00:00.000Z,"['RBS-GB', 'BARC-GB', 'HSBA-GB']",42677088300
2474,Lowe's Companies,LOW-US,USD,85657202803.54,85657202803.54,2019-05-15T00:00:00.000Z,"['HD-US', 'LL-US', 'SHOS-US', 'BLDR-US']",71190000000
2489,LVMH - Moet Hennessy Louis Vuitton,MC-FR,USD,151344053182.76,151344053182.76,2019-05-15T00:00:00.000Z,"['RI-FR', 'CDI-FR', 'RCO-FR', 'CFR-CH', 'CFR-ZA', 'BRBY-GB']",129073758660
2495,M.P. Evans Group,MPE-GB,USD,367275995.52,367275995.52,2019-05-15T00:00:00.000Z,"['AEP-GB', 'PAL-GB', 'AGTA-GB']",
2513,Magnit Group,MGNT-RU,USD,5668750847.53,5668750847.53,2019-05-15T00:00:00.000Z,"['MGROS-TR', 'TKM1T-EE', 'APTK-RU', 'VCTR-IL']",12807264400
2543,Marfrig,MRFG3-BR,BRL,3931547553.45,15716363977.09,2019-05-15T00:00:00.000Z,"['BEEF3-BR', 'JBSS3-BR', 'BRFS3-BR']",967201060
2549,Marks & Spencer,MKS-GB,GBP,4459057884.68,3481233417.69,2019-05-15T00:00:00.000Z,"['STCAS-FI', 'FCCN-GB', 'MTC-GB']",6250715380
2561,Marubeni,8002-JP,USD,11181049925.27,11181049925.27,2019-05-15T00:00:00.000Z,"['8001-JP', '8053-JP', '8031-JP', '2768-JP', '8015-JP']",9702550000
2577,Mayr-Melnhof Karton Aktiengesellschaft,MMK-AT,EUR,2260000000.0,2017316790.06,2019-05-15T00:00:00.000Z,"['SK3-IE', 'PPAK-GR', 'HUH1V-FI', 'HART-DK']",2649671640
2579,Mazda Motor Corporation,7261-JP,USD,6999250192.5,6999250192.5,2019-05-15T00:00:00.000Z,"['7211-JP', '7201-JP', '7270-JP', '7269-JP', '7267-JP', '7202-JP', '7205-JP', '600477-CN']",8065097040
2584,McCormick,MKC-US,USD,18981803028.45,18981803028.45,2019-05-15T00:00:00.000Z,"['THS-US', 'CAG-US', 'HAIN-US', 'PEP-US', 'BGS-US', 'TSN-US', 'BRK.A-US']",13940000000
2586,McDonald\92s,MCD-US,USD,152660491591.72,152660491591.72,2019-05-15T00:00:00.000Z,"['WEN-US', 'YUM-US', 'SBUX-US', 'JACK-US', 'CMG-US', 'GTIM-US', 'ARCO-US', 'TAST-US', 'CBRL-US', 'DRI-US']",104890000000
2604,Megmilk Snow Brand,2270-JP,JPY,148466907024.0,16275302018762.88,2019-05-15T00:00:00.000Z,"['2264-JP', '2267-JP', '2266-JP', '2269-JP']",2002690690
2606,Meiji Holdings,2269-JP,JPY,1160266104000.0,127191181140998.3,2019-05-15T00:00:00.000Z,"['2206-JP', '2267-JP', '2264-JP', '2266-JP']",12149280000
2626,Metcash,MTS-AU,USD,3903738811.47,3903738811.47,2019-05-15T00:00:00.000Z,"['WES-AU', 'WOW-AU', 'MYR-AU', 'TWE-AU']",2226506560
2628,Metro AG,B4B-DE,EUR,5090320738.36,4543712164.73,2019-05-15T00:00:00.000Z,"['MGNT-RU', 'MGNT-GB', 'MGROS-TR', 'MRW-GB']",10631264490
2630,Metsa Board Corporation,METSA-FI,USD,226614425.53,226614425.53,2019-05-15T00:00:00.000Z,"['STERV-FI', 'VALMT-FI', 'EXAC-FR', 'SEQ-FR']",2443344750
2638,Microsoft,MSFT-US,USD,965668314278.4,965668314278.4,2019-05-15T00:00:00.000Z,"['ORCL-US', 'IBM-US', 'GOOGL-US', 'HPQ-US', 'CSCO-US', 'AAPL-US', 'RHT-US', 'SAP-US']",452750000000
2644,Millennium & Copthorne Hotels,MLC-GB,USD,1152786454.31,1152786454.31,2019-05-15T00:00:00.000Z,"['IHG-GB', 'PHO-GB', 'SSTY-GB']",2131580360
2652,Minerva,BEEF3-BR,USD,755836761.3,755836761.3,2019-05-15T00:00:00.000Z,"['MRFG3-BR', 'JBSS3-BR', 'BRFS3-BR']",598625720
2681,Mondelez,MDLZ-US,USD,74657786010.93,74657786010.93,2019-05-15T00:00:00.000Z,"['CPB-US', 'GIS-US', 'K-US', 'PEP-US', 'HAIN-US', 'CAG-US', 'HSY-US', 'JJSF-US']",60920000000
2682,Mondi,MND-ZA,USD,2512593694.55,2512593694.55,2019-05-15T00:00:00.000Z,"['SAP-ZA', 'MPT-ZA', 'NPK-ZA', 'TPC-ZA', 'METSA-FI']",2471449590
2685,Monsanto,MONSANTO-IN,INR,41171653980.0,2883779805547.45,2019-05-15T00:00:00.000Z,"['EXCELCRO-IN', 'DHANUKA-IN', 'CPC-VN', 'BHARATRA-IN']",44100000000
2689,Morgan Sindall Group,MGNS-GB,GBP,592081101.78,462243947.22,2019-05-15T00:00:00.000Z,"['KIE-GB', 'BBY-GB', 'CLLN-GB', 'GFRD-GB', 'RNWH-GB', 'ASH-GB', 'KLR-GB', 'PEL-GB', 'SMJ-GB']",712221489.1
2712,Mulberry Company (Design),MUL-GB,USD,131854054.75,131854054.75,2019-05-15T00:00:00.000Z,"['BRBY-GB', 'ALY-GB', 'BLT1T-EE', 'FCCN-GB']",963488725.3
2748,Nankai Electric Railway Co.,9044-JP,USD,2907259218.12,2907259218.12,2019-05-15T00:00:00.000Z,"['9001-JP', '9021-JP', '9007-JP', '9009-JP']",2674191520
2760,National Grid,NG.-GB,GBP,28754784481.05,22449162859.71,2019-05-15T00:00:00.000Z,"['00000747-LU', 'NVNG-RU', 'ODEN-UA', 'NNSB-RU']",53779196380
2769,Natura Cosmeticos,NATU3-BR,BRL,22534083312.0,90080013126.29,2019-05-15T00:00:00.000Z,"['UCL-TT', 'INTINDI1-PE', 'EL-US', 'EMPO-US']",3148969180
2784,Natuzzi,NTZ-US,USD,8776487.2,8776487.2,2019-05-15T00:00:00.000Z,"['HOFT-US', 'LZB-US', 'FLXS-US', 'STLY-US', 'BSET-US']",91570000
2786,NCR JAPAN,NCR-US,USD,3744718000.0,3744718000.0,2019-05-15T00:00:00.000Z,"['DBD-US', 'HPQ-US', 'PAR-US', 'ZBRA-US', 'AGYS-US', 'USAT-US']",3360000000
2789,Neste Oil,NESTE-FI,EUR,22855853831.65,20401547648.58,2019-05-15T00:00:00.000Z,"['MOH-GR', 'ERG-IT', 'ELPE-GR', 'ES-FR']",14279992650
2791,Nestl\E9,NESN-CH,CHF,302287470000.0,305066690691.18,2019-05-15T00:00:00.000Z,"['BN-FR', 'LISN-CH', 'UNA-NL']",249691332700
2812,News Corp,NWS-US,USD,2341662715.2,2341662715.2,2019-05-15T00:00:00.000Z,"['NEWM-US', 'DIS-US', 'CBS-US', 'GCI-US', 'NYT-US', 'PSO-US', 'TRI-US', 'LEE-US']",7650000000
2824,Nielsen,NLSN-US,USD,8471422353.62,8471422353.62,2019-05-15T00:00:00.000Z,"['IT-US', 'GOOGL-US', 'GCI-US', 'FORR-US', 'SCOR-US', 'JW.B-US', 'PSO-US', 'IBM-US']",18340000000
2827,Nike,NKE-US,USD,105577453724.39,105577453724.39,2019-05-15T00:00:00.000Z,"['SKX-US', 'CROX-US', 'DECK-US', 'SHOO-US', 'UA-US', 'VFC-US']",88510000000
2833,Nippon Meat Packers,2282-JP,USD,4122514684.19,4122514684.19,2019-05-15T00:00:00.000Z,"['2281-JP', '2288-JP', '2291-JP', '8043-JP']",6221950020
2834,Nippon Paper Group,3863-JP,USD,2080288559.81,2080288559.81,2019-05-15T00:00:00.000Z,"['3861-JP', '3864-JP', '3877-JP', '3880-JP']",2012730720
2836,Nippon Suisan Kaisha,1332-JP,USD,1919294302.25,1919294302.25,2019-05-15T00:00:00.000Z,"['1301-JP', '2874-JP', '1333-JP', '2904-JP']",1763501740
2838,Nisshin Oillio,2602-JP,USD,987414677.16,987414677.16,2019-05-15T00:00:00.000Z,"['4404-JP', '2926-JP', '2607-JP', '2908-JP']",987129000
2839,Nisshin Seifun Group,2002-JP,USD,6818736939.32,6818736939.32,2019-05-15T00:00:00.000Z,"['2004-JP', '2001-JP', '2009-JP', '2003-JP']",4830182500
2868,North West Company,NWC-CA,USD,1063166678.06,1063166678.06,2019-05-15T00:00:00.000Z,"['ATD.B-CA', 'WN-CA', 'EMP.A-CA', 'L-CA', 'DOL-CA', 'HBC-CA', 'MRU-CA', 'LGT.B-CA']",1135289890
2893,Obrascon Huarte Lain (OHL),OHL-ES,USD,290938647.4,290938647.4,2019-05-15T00:00:00.000Z,"['ACS-ES', 'SCYR-ES', 'FCC-ES', 'FER-ES', 'ANA-ES']",1455147540
2899,Office Depot,ODP-US,USD,1174497035.65,1174497035.65,2019-05-15T00:00:00.000Z,"['STMP-US', 'WSM-US', 'PIR-US', 'EBAY-US', 'BIG-US']",1832000000
2905,Oji Holdings Corporation,3861-JP,JPY,596740709853.0,65416162257482.32,2019-05-15T00:00:00.000Z,"['3880-JP', '3865-JP', '3863-JP', '3864-JP']",4424700280
2906,O'Key Group,OKEY-GB,RUB,470879500.0,30384021979.55,2019-05-15T00:00:00.000Z,"['HAGA-IS', 'MGNT-GB', 'BME-GB', 'MRW-GB']",589270000
2909,Olam International,O32-SG,SGD,5919318561.24,8105181356.06,2019-05-15T00:00:00.000Z,"['506-HK', 'INDF-ID', '151-HK']",5373126040
2942,Oriflame Cosmetics,ORI-SE,USD,1026340669.0,1026340669.0,2019-05-15T00:00:00.000Z,"['SAR-GR', 'SWL-GB', 'CRL-GB', 'NICO-SE']",1955003160
2943,Origin Energy,ORG-AU,AUD,13086208924.56,18938383048.41,2019-05-15T00:00:00.000Z,"['9503-JP', 'EWC-AU', 'WPL-AU', 'QTM-AU']",10893727680
2945,Orkla,ORK-NO,NOK,75403842437.84,656329098241.55,2019-05-15T00:00:00.000Z,"['STAL-FR', 'NHY-NO', 'GOD-NO', 'AMAG-AT']",9013257540
3000,Paltac,8283-JP,USD,3415396393.1,3415396393.1,2019-05-15T00:00:00.000Z,"['7444-JP', '7506-JP', '2733-JP', '9852-JP']",2059049850
3035,Pearson,PSON-GB,GBP,6276342307.84,4900006491.96,2019-05-15T00:00:00.000Z,"['DMGT-GB', 'ERM-GB', 'BMY-GB']",7302102990
3045,PepsiCo,PEP-US,USD,181325632109.05,181325632109.05,2019-05-15T00:00:00.000Z,"['KO-US', 'MNST-US', 'MDLZ-US', 'K-US', 'UL-US']",172280000000
3048,Performance Food Group,PFGC-US,USD,4134819283.82,4134819283.82,2019-05-15T00:00:00.000Z,"['SYBRQ-US', 'SYY-US', 'UNFI-US', 'WILC-US']",2290000000
3069,Philips,PHIA-NL,USD,29392940117.59,29392940117.59,2019-05-15T00:00:00.000Z,"['SIE-DE', 'NEWAY-NL', 'ELG-DE', 'SINT-SE']",31111923150
3084,Pioneer Foods,PFG-ZA,USD,1044540646.84,1044540646.84,2019-05-15T00:00:00.000Z,"['AHL-ZA', 'TBS-ZA', 'RCL-ZA', 'CLR-ZA', 'AVI-ZA', 'KAP-ZA', 'BCF-ZA']",2112066540
3102,Podravka,PODR-R-A-HR,USD,411178975.06,411178975.06,2019-05-15T00:00:00.000Z,"['PODR-R-A-HR', 'PENGD-TR', 'SIBG-RU', 'TUKAS-TR']",222126578.4
3120,Post Holdings,POST-US,USD,7864995911.95,7864995911.95,2019-05-15T00:00:00.000Z,"['GIS-US', 'K-US', 'THS-US', 'FLO-US', 'HAIN-US', 'BGS-US', 'PEP-US', 'CAG-US']",5600000000
3128,Prada,1913-HK,EUR,61027952400.0,54474651787.44,2019-05-15T00:00:00.000Z,"['1819-HK', '1836-HK', '1023-HK', '1488-HK']",8995089240
3138,Premier Foods,PFD-GB,GBP,303110380.17,236641463.73,2019-05-15T00:00:00.000Z,"['GNC-GB', 'CWK-GB', 'FIF-GB', 'TATE-GB']",557465874.4
3285,PTT PLC,PTT-TH,USD,42817308782.12,42817308782.12,2019-05-15T00:00:00.000Z,"['TOP-TH', 'PCOR-PH', 'BCP-TH', 'PTTGC-TH']",26890866600
3291,Puma,PUM-DE,EUR,8208357030.0,7326927635.15,2019-05-15T00:00:00.000Z,"['ADS-DE', 'US5-DE', 'ML2-DE', 'LAF-FR']",5407936380
3300,PZ Cussons,PZC-GB,USD,642555852.94,642555852.94,2019-05-15T00:00:00.000Z,"['CRL-GB', 'SWL-GB', 'MCB-GB', 'ULVR-GB', 'PFD-GB']",1973152090
3306,QL Resources Berhad,QL-MY,USD,2607420148.72,2607420148.72,2019-05-15T00:00:00.000Z,"['AMANFEED-BD', 'AJOONI-IN', 'AVANTIFE-IN', 'CPF-F-TH']",
3310,Quanta Computer,2382-TW,TWD,221634785000.0,,2019-05-15T00:00:00.000Z,"['2324-TW', '2357-TW', '2362-TW', '3231-TW', '2353-TW', '2347-TW']",6298038180
3332,Raisio Group,RAIVV-FI,EUR,369765281.76,330059164.28,2019-05-15T00:00:00.000Z,"['CARR-GB', 'PERS-GR', 'MHPC-GB', 'PURE-GB']",705887727.9
3349,Reckitt Benckiser,RB.-GB,USD,34133673898.66,34133673898.66,2019-05-15T00:00:00.000Z,"['RB.-GB', 'PAP-GR', 'SANO1-IL', 'SAR-GR']",72804991350
3363,RELX Group,REL-GB,USD,26834101141.13,26834101141.13,2019-05-15T00:00:00.000Z,"['PSON-GB', 'DMGT-GB', 'ERM-GB', 'BMY-GB', 'HYNS-GB', 'QRT-GB']",22381593780
3372,Resolute Forest Products,RFP-US,USD,627815918.08,627815918.08,2019-05-15T00:00:00.000Z,"['UFS-US', 'MERC-US', 'VRS-US']",394900000
3373,Restaurant Brands International,QSR-CA,USD,22766659377.42,22766659377.42,2019-05-15T00:00:00.000Z,"['PZA-CA', 'SPP-CA', 'GIGL-US', 'WEN-US']",12255489620
3404,Robinsons Retail Holdings,RRHI-PH,USD,2080517287.12,2080517287.12,2019-05-15T00:00:00.000Z,"['000759-CN', '2903-TW', 'O9E-SG', '1700-HK']",2566670920
3425,Royal DSM,DSM-NL,USD,15843515668.79,15843515668.79,2019-05-15T00:00:00.000Z,"['LXS-DE', 'AKZA-NL', 'CPHN-CH', 'EVK-DE']",10957043790
3426,Royal Dutch Shell,RDSA-NL,EUR,126279404311.76,112719275467.76,2019-05-15T00:00:00.000Z,"['FP-FR', 'REP-ES', 'ERG-IT', 'ELPE-GR']",181502507340
3431,Royal KPN,KPN-NL,EUR,11118191467.5,9924298372.79,2019-05-15T00:00:00.000Z,"['E4C-DE', 'TEL-NO', 'TIT-IT', 'BT.A-GB', 'TKA-AT']",15854592600
3437,Ruchi Soya,RUCHISOY-IN,INR,2154706006.2,150921740248.52,2019-05-15T00:00:00.000Z,"['KRETAM-MY', 'MKPL-IN', 'MV4-SG', 'JVLAGRO-IN']",113663700
3447,S & B Foods,2805-JP,JPY,48261839200.0,5290579730565.79,2019-05-15T00:00:00.000Z,"['2810-JP', '2812-JP', '2815-JP', '1203-TW']",635727950
3475,Saint-Gobain,SGO-FR,USD,16528045742.23,16528045742.23,2019-05-15T00:00:00.000Z,"['SAMS-FR', 'CRH-GB', 'TSS-DE', 'LIAB-SE']",23857904070
3486,Sampoerna Agro,SGRO-ID,USD,311763771428.57,311763771428.57,2019-05-15T00:00:00.000Z,"['LSIP-ID', 'GZCO-ID', 'UNSP-ID', '1215-TW']",0
3498,Sanoma,SAA1V-FI,EUR,1386455528.12,1237575228.12,2019-05-15T00:00:00.000Z,"['ILK2S-FI', 'CLE-IT', 'POL-IT', 'TAMN-CH']",1357413750
3501,Santander,SAN-ES,USD,59517223065.25,59517223065.25,2019-05-15T00:00:00.000Z,"['BBVA-ES', 'LLOY-GB', 'BARC-GB', 'CBK-DE', 'HSBA-GB']",97842383100
3505,SAP,SAP-DE,EUR,134834690218.88,120355878080.25,2019-05-15T00:00:00.000Z,"['DSY-FR', 'SFD1-DE', 'CPU2-DE', 'SOW-DE']",97636056210
3507,Sappi Group,SAP-ZA,USD,31612275000.0,31612275000.0,2019-05-15T00:00:00.000Z,"['MND-ZA', 'STEAV-FI', 'MDP-MA', 'RAKT-EG']",2474521240
3509,Sapporo,2501-JP,USD,1582732517.17,1582732517.17,2019-05-15T00:00:00.000Z,"['2502-JP', '2503-JP', '9708-JP']",1780291370
3511,Sarawak Oil Palms,SOP-MY,MYR,1410058780.0,5872203193.89,2019-05-15T00:00:00.000Z,"['RVIEW-MY', 'SBI-AU', 'SELI.N00-LK', 'RSAWIT-MY']",
3566,Sealed Air,SEE-US,USD,6539554644.0,6539554644.0,2019-05-15T00:00:00.000Z,"['BMS-US', 'ATR-US', 'SLGN-US', 'BERY-US', 'SON-US', 'GEF.B-US', 'WPK-CA']",8570000000
3577,Sekisui House,1928-JP,JPY,1204609209502.5,132052179790255.5,2019-05-15T00:00:00.000Z,"['1925-JP', '1739-JP', '8917-JP', '1718-JP', '1928-JP']",10208770000
3583,SENKO,9069-JP,JPY,134831665368.0,14780573796167.5,2019-05-15T00:00:00.000Z,"['9070-JP', '9062-JP', '9306-JP', '9304-JP']",841928230
3594,Seven & I Holdings Co.,3382-JP,JPY,3272903816300.0,358783645166348.9,2019-05-15T00:00:00.000Z,"['8267-JP', '2659-JP', '8028-JP', '9946-JP']",33916740000
3601,SGS SA,SGSN-CH,CHF,19080636589.0,19256063311.15,2019-05-15T00:00:00.000Z,"['ITRK-GB', 'BVI-FR', 'APPS-ES', 'FRS-DE']",
3626,Shiseido Company,4911-JP,JPY,3445953554784.0,377753776723273.8,2019-05-15T00:00:00.000Z,"['4452-JP', '4923-JP', '4918-JP', '4920-JP', '4911-JP']",9111960000
3633,Shoprite Holdings,SHP-ZA,ZAR,97639578050.04,1381883718438.89,2019-05-15T00:00:00.000Z,"['PIK-ZA', 'MSM-ZA', 'TFG-ZA', 'LEW-ZA', 'ITE-ZA', 'SBRY-GB', 'JMT-PT', 'MRW-GB']",7279810500
3650,SIGMAXYZ,6088-JP,USD,207322511.36,207322511.36,2019-05-15T00:00:00.000Z,"['3636-JP', '9757-JP', '4659-JP', '4290-JP']",70448950
3656,Sime Darby,SIME-MY,USD,3588918205.8,3588918205.8,2019-05-15T00:00:00.000Z,"['AHG-AU', '970-HK', 'APE-AU', 'BOGA-ID']",4274018000
3666,Sinar Mas Agro Resources and Technology (SMART),SMAR-ID,USD,845245476279.99,845245476279.99,2019-05-15T00:00:00.000Z,"['TBLA-ID', 'LSIP-ID', 'ANJT-ID', 'BTEK-ID']",715680000
3667,Sinar Mas Group,SMMA-ID,IDR,1310764185600.0,1.894054833197879e+16,2019-05-15T00:00:00.000Z,"['AHAP-ID', 'ASJT-ID', '032830-KR', 'JGICL-PK']",3679200000
3675,SIPEF,SIP-BE,USD,488406110.4,488406110.4,2019-05-15T00:00:00.000Z,"['AEP-GB', 'ALAGR-FR', 'SIPH-FR', 'CBDG-FR']",721470837.8
3690,SLC Agricola,SLCE3-BR,USD,856414736.37,856414736.37,2019-05-15T00:00:00.000Z,"['CRESY-US', 'ANASAC-CL', 'BAHI3-BR', 'BSEV3-BR']",
3705,Smurfit Kappa Group,SK3-IE,EUR,5890282000.8,5257772025.85,2019-05-15T00:00:00.000Z,"['PPAK-GR', 'HART-DK', 'HUH1V-FI', 'PSB-FR']",6765350130
